game_date,offposs,points,fg_two_m,fg_two_a,fg_two_pct,fg_three_m,fg_three_a,fg_three_pct,ftpoints,tspct,home_id,team_id,assists,rebounds,defrebounds,offrebounds
2014-12-02,90,109,36,65,0.55,3,10,0.30,28,0.59,11,11,28,41,24,17
2014-12-05,102,102,34,73,0.47,2,10,0.20,28,0.50,11,11,16,60,45,15
2014-12-06,89,96,31,64,0.48,4,15,0.27,22,0.52,11,11,22,41,29,12
2014-12-08,94,101,32,66,0.48,3,8,0.38,28,0.55,11,11,18,50,37,13
2014-12-11,104,109,31,66,0.47,8,18,0.44,23,0.55,11,11,22,56,38,18
2014-12-13,93,90,22,64,0.34,11,29,0.38,13,0.44,11,11,21,63,38,25
2014-12-16,94,92,31,66,0.47,5,18,0.28,15,0.50,11,11,21,51,37,14
2014-12-18,98,107,32,53,0.60,6,14,0.43,25,0.64,11,11,24,40,35,5
2014-12-21,97,108,31,56,0.55,7,23,0.30,25,0.57,11,11,15,47,36,11
2014-12-26,94,106,34,73,0.47,7,20,0.35,17,0.50,11,11,18,55,33,22
2014-12-27,109,135,41,73,0.56,8,16,0.50,29,0.64,11,11,23,47,34,13
2015-01-07,105,104,26,73,0.36,10,19,0.53,22,0.49,11,11,18,62,45,17
2015-01-09,97,108,36,67,0.54,6,19,0.32,18,0.56,11,11,19,44,30,14
2015-01-11,90,103,36,69,0.52,6,17,0.35,13,0.55,11,11,20,50,41,9
2015-01-13,107,104,37,68,0.54,1,18,0.06,27,0.51,11,11,22,63,48,15
2015-01-16,86,83,25,59,0.42,7,16,0.44,12,0.51,11,11,20,41,32,9
2015-01-17,95,108,36,71,0.51,5,18,0.28,21,0.53,11,11,18,59,35,24
2015-01-21,94,100,34,66,0.52,5,18,0.28,17,0.53,11,11,22,46,34,12
2015-02-03,98,96,28,63,0.44,7,16,0.44,19,0.54,11,11,17,41,33,8
2015-02-05,95,78,26,58,0.45,3,21,0.14,17,0.44,11,11,13,54,44,10
2015-02-08,96,85,30,63,0.48,4,12,0.33,13,0.50,11,11,20,47,43,4
2015-02-20,98,109,32,61,0.52,8,22,0.36,21,0.57,11,11,26,62,41,21
2015-02-25,97,102,33,64,0.52,6,16,0.38,18,0.55,11,11,24,55,39,16
2015-02-27,97,96,37,75,0.49,1,4,0.25,19,0.53,11,11,15,50,41,9
2015-03-01,94,99,36,74,0.49,3,12,0.25,18,0.52,11,11,24,39,27,12
2015-03-16,97,103,31,61,0.51,7,20,0.35,20,0.56,11,11,23,51,36,15
2015-03-18,94,105,35,62,0.56,3,17,0.18,26,0.56,11,11,18,45,35,10
2015-03-20,96,101,28,57,0.49,9,21,0.43,18,0.57,11,11,21,54,42,12
2015-03-22,94,109,32,62,0.52,8,17,0.47,21,0.62,11,11,24,43,35,8
2015-03-24,97,107,28,77,0.36,7,20,0.35,30,0.47,11,11,21,58,31,27
2015-04-03,91,95,31,61,0.51,6,17,0.35,15,0.53,11,11,21,41,34,7
2015-04-05,95,95,33,64,0.52,5,15,0.33,14,0.53,11,11,20,46,33,13
2015-04-07,97,116,33,56,0.59,9,24,0.38,23,0.60,11,11,25,50,36,14
2015-04-13,93,102,31,56,0.55,4,16,0.25,28,0.58,11,11,22,44,38,6
2013-10-30,91,90,25,60,0.42,8,21,0.38,16,0.49,11,11,13,44,30,14
2013-11-01,88,101,30,62,0.48,6,17,0.35,23,0.54,11,11,21,39,25,14
2013-11-05,95,100,25,49,0.51,10,31,0.32,20,0.56,11,11,22,46,35,11
2013-11-09,85,85,33,66,0.50,3,12,0.25,10,0.51,11,11,17,37,27,10
2013-11-13,97,107,33,70,0.47,8,24,0.33,17,0.51,11,11,26,54,40,14
2013-11-15,89,90,24,55,0.44,10,25,0.40,12,0.52,11,11,22,51,36,15
2013-11-17,89,86,26,64,0.41,7,23,0.30,13,0.46,11,11,21,37,25,12
2013-11-19,96,107,31,61,0.51,8,22,0.36,21,0.55,11,11,21,53,35,18
2013-11-29,95,98,36,68,0.53,6,23,0.26,8,0.51,11,11,24,49,35,14
2013-12-01,100,113,31,57,0.54,9,19,0.47,24,0.63,11,11,22,45,32,13
2013-12-03,91,95,25,60,0.42,10,29,0.34,15,0.49,11,11,24,43,29,14
2013-12-06,94,100,27,64,0.42,10,22,0.45,16,0.52,11,11,25,53,34,19
2013-12-09,104,112,29,56,0.52,9,25,0.36,27,0.58,11,11,23,57,43,14
2013-12-11,88,101,31,65,0.48,4,13,0.31,27,0.54,11,11,13,45,29,16
2013-12-15,99,106,36,68,0.53,3,13,0.23,25,0.55,11,11,17,51,39,12
2013-12-23,96,100,24,57,0.42,7,17,0.41,31,0.53,11,11,15,46,27,19
2013-12-27,104,108,36,63,0.57,5,20,0.25,21,0.57,11,11,23,55,43,12
2014-01-02,101,104,28,60,0.47,7,23,0.30,27,0.53,11,11,14,56,36,20
2014-01-04,98,103,36,75,0.48,6,17,0.35,13,0.52,11,11,17,53,36,17
2014-01-07,102,123,33,70,0.47,7,15,0.47,36,0.57,11,11,20,51,37,14
2014-01-10,94,103,38,66,0.58,3,14,0.21,18,0.58,11,11,23,54,43,11
2014-01-12,96,124,27,51,0.53,15,30,0.50,25,0.66,11,11,21,55,42,13
2014-01-24,105,111,27,69,0.39,12,32,0.38,21,0.48,11,11,14,66,41,25
2014-01-26,103,117,38,65,0.58,4,16,0.25,29,0.60,11,11,23,45,35,10
2014-01-29,83,89,33,58,0.57,5,21,0.24,8,0.54,11,11,20,39,24,15
2014-02-03,96,99,34,61,0.56,2,8,0.25,25,0.58,11,11,18,58,47,11
2014-02-05,93,109,28,69,0.41,4,12,0.33,41,0.51,11,11,15,52,31,21
2014-02-19,93,92,27,62,0.44,6,17,0.35,20,0.49,11,11,13,57,38,19
2014-02-22,97,105,33,64,0.52,5,9,0.56,24,0.60,11,11,18,43,37,6
2014-02-25,100,103,31,72,0.43,5,18,0.28,26,0.49,11,11,17,42,25,17
2014-03-01,98,97,30,60,0.50,7,22,0.32,16,0.53,11,11,22,49,36,13
2014-03-03,87,96,31,61,0.51,1,7,0.14,31,0.56,11,11,11,54,36,18
2014-03-18,106,117,34,69,0.49,6,18,0.33,31,0.56,11,11,18,59,42,17
2014-03-21,95,79,28,66,0.42,4,14,0.29,11,0.44,11,11,17,52,43,9
2014-03-23,94,124,37,66,0.56,7,20,0.35,29,0.61,11,11,19,50,34,16
2014-03-26,84,99,27,52,0.52,6,17,0.35,27,0.58,11,11,19,34,25,9
2014-04-02,97,107,37,71,0.52,5,15,0.33,18,0.54,11,11,16,52,42,10
2014-04-06,86,91,31,58,0.53,5,18,0.28,14,0.54,11,11,21,46,36,10
2014-04-08,87,92,31,68,0.46,3,14,0.21,21,0.49,11,11,13,49,33,16
2014-04-13,99,106,35,65,0.54,6,17,0.35,18,0.56,11,11,25,51,42,9
2014-04-16,98,99,33,67,0.49,4,19,0.21,21,0.50,11,11,19,60,42,18
2009-11-02,109,127,31,68,0.46,14,25,0.56,23,0.58,11,11,26,47,33,14
2009-11-04,94,105,35,81,0.43,5,15,0.33,20,0.49,11,11,18,46,25,21
2009-11-08,102,120,38,69,0.55,5,18,0.28,29,0.57,11,11,21,54,37,17
2009-11-10,97,101,32,62,0.52,2,14,0.14,31,0.54,11,11,17,56,39,17
2009-11-13,97,109,31,66,0.47,8,15,0.53,23,0.57,11,11,17,59,42,17
2009-11-17,94,87,31,60,0.52,4,21,0.19,13,0.49,11,11,17,46,31,15
2009-11-25,99,111,31,62,0.50,12,27,0.44,13,0.58,11,11,22,54,38,16
2009-11-27,99,109,33,59,0.56,6,12,0.50,25,0.62,11,11,19,48,41,7
2009-11-29,92,112,35,65,0.54,9,18,0.50,15,0.61,11,11,17,44,30,14
2009-12-02,99,110,32,63,0.51,9,18,0.50,19,0.59,11,11,28,44,31,13
2009-12-06,92,102,29,57,0.51,8,22,0.36,20,0.55,11,11,19,40,24,16
2009-12-12,103,120,44,74,0.59,6,21,0.29,14,0.58,11,11,33,57,41,16
2009-12-16,95,112,35,63,0.56,5,23,0.22,27,0.54,11,11,21,50,34,16
2009-12-23,94,104,34,71,0.48,7,21,0.33,15,0.51,11,11,20,45,27,18
2009-12-26,106,103,36,80,0.45,6,25,0.24,13,0.46,11,11,21,58,34,24
2009-12-28,96,106,30,66,0.45,7,14,0.50,25,0.55,11,11,22,56,40,16
2009-12-30,95,106,36,72,0.50,6,17,0.35,16,0.55,11,11,26,47,30,17
2010-01-02,98,91,31,74,0.42,6,18,0.33,11,0.47,11,11,18,47,31,16
2010-01-05,101,109,38,76,0.50,4,18,0.22,21,0.51,11,11,23,51,34,17
2010-01-09,90,102,30,62,0.48,8,16,0.50,18,0.57,11,11,13,43,30,13
2010-01-12,94,88,22,59,0.37,8,27,0.30,20,0.45,11,11,15,47,32,15
2010-01-26,105,99,31,77,0.40,4,15,0.27,25,0.46,11,11,17,74,51,23
2010-01-30,94,96,29,64,0.45,10,22,0.45,8,0.53,11,11,23,46,34,12
2010-02-03,94,113,36,64,0.56,9,22,0.41,14,0.60,11,11,18,37,24,13
2010-02-05,91,102,33,68,0.49,3,13,0.23,27,0.52,11,11,10,48,30,18
2010-02-16,95,92,23,64,0.36,9,20,0.45,19,0.46,11,11,21,54,38,16
2010-02-23,86,89,28,59,0.47,4,13,0.31,21,0.52,11,11,18,39,27,12
2010-02-26,94,103,39,68,0.57,3,9,0.33,16,0.57,11,11,24,40,36,4
2010-02-28,94,97,33,74,0.45,5,14,0.36,16,0.49,11,11,17,49,36,13
2010-03-07,89,102,36,72,0.50,5,9,0.56,15,0.55,11,11,21,41,29,12
2010-03-10,97,113,43,82,0.52,4,11,0.36,15,0.56,11,11,27,54,39,15
2010-03-12,86,94,35,67,0.52,4,10,0.40,12,0.55,11,11,19,40,25,15
2010-03-14,103,114,40,75,0.53,6,24,0.25,16,0.53,11,11,22,61,45,16
2010-03-16,92,99,29,62,0.47,7,22,0.32,20,0.51,11,11,22,45,33,12
2010-03-19,109,108,35,73,0.48,5,17,0.29,23,0.52,11,11,23,52,39,13
2010-03-22,91,85,33,72,0.46,3,16,0.19,10,0.45,11,11,19,50,33,17
2010-04-03,90,87,30,59,0.51,5,17,0.29,12,0.51,11,11,19,42,31,11
2010-04-06,87,86,32,71,0.45,4,11,0.36,10,0.48,11,11,16,41,30,11
2010-04-08,89,116,46,81,0.57,4,11,0.36,12,0.59,11,11,20,51,35,16
2010-04-10,98,108,36,75,0.48,4,10,0.40,24,0.55,11,11,14,43,29,14
2010-04-12,96,107,36,73,0.49,5,12,0.42,20,0.56,11,11,21,40,30,10
2010-11-01,90,111,37,76,0.49,5,12,0.42,22,0.56,11,11,15,47,28,19
2010-11-03,93,100,34,69,0.49,6,22,0.27,14,0.50,11,11,20,55,39,16
2010-11-06,92,91,29,59,0.49,5,20,0.25,18,0.51,11,11,16,47,28,19
2010-11-10,94,89,27,52,0.52,5,20,0.25,20,0.51,11,11,25,45,33,12
2010-11-14,87,94,37,68,0.54,2,18,0.11,14,0.49,11,11,14,46,25,21
2010-11-17,95,106,36,74,0.49,4,15,0.27,22,0.52,11,11,15,43,22,21
2010-11-19,82,86,29,66,0.44,4,11,0.36,16,0.49,11,11,13,47,27,20
2010-11-21,90,71,25,62,0.40,4,13,0.31,9,0.43,11,11,14,53,40,13
2010-11-27,90,85,28,67,0.42,5,14,0.36,14,0.48,11,11,21,45,32,13
2010-11-30,95,98,34,68,0.50,5,20,0.25,15,0.49,11,11,17,54,36,18
2010-12-04,91,103,29,64,0.45,11,19,0.58,12,0.58,11,11,24,42,33,9
2010-12-08,97,116,37,66,0.56,8,17,0.47,18,0.61,11,11,27,48,32,16
2010-12-11,92,83,27,72,0.38,6,18,0.33,11,0.41,11,11,17,44,28,16
2010-12-19,94,93,28,77,0.36,7,14,0.50,16,0.47,11,11,18,44,25,19
2010-12-21,108,109,32,77,0.42,7,23,0.30,24,0.49,11,11,18,62,40,22
2010-12-23,95,79,24,64,0.38,7,21,0.33,10,0.43,11,11,18,61,40,21
2010-12-27,87,99,23,61,0.38,13,26,0.50,14,0.53,11,11,18,38,22,16
2010-12-29,94,100,27,59,0.46,8,17,0.47,22,0.57,11,11,20,46,33,13
2011-01-02,92,94,30,72,0.42,4,12,0.33,22,0.49,11,11,21,64,43,21
2011-01-04,97,102,38,82,0.46,5,14,0.36,11,0.50,11,11,23,43,27,16
2011-01-06,96,122,35,60,0.58,9,18,0.50,25,0.66,11,11,19,38,27,11
2011-01-19,98,90,30,64,0.47,5,18,0.28,15,0.48,11,11,22,50,38,12
2011-01-25,92,89,31,77,0.40,1,12,0.08,24,0.44,11,11,16,48,29,19
2011-01-29,90,102,37,70,0.53,4,12,0.33,16,0.56,11,11,23,43,32,11
2011-02-01,96,90,25,60,0.42,6,11,0.55,22,0.53,11,11,18,38,31,7
2011-02-04,97,100,38,80,0.48,2,12,0.17,18,0.49,11,11,19,44,28,16
2011-02-07,96,104,32,66,0.48,6,15,0.40,22,0.57,11,11,18,50,34,16
2011-02-09,91,100,36,70,0.51,3,13,0.23,19,0.54,11,11,19,49,37,12
2011-02-12,95,97,37,72,0.51,1,12,0.08,20,0.49,11,11,18,54,37,17
2011-02-28,102,105,33,62,0.53,5,18,0.28,24,0.54,11,11,14,50,38,12
2011-03-02,91,102,37,65,0.57,5,14,0.36,13,0.59,11,11,16,41,30,11
2011-03-07,96,101,43,89,0.48,2,6,0.33,9,0.51,11,11,21,45,25,20
2011-03-09,98,102,29,69,0.42,5,14,0.36,29,0.50,11,11,18,56,37,19
2011-03-14,103,129,39,66,0.59,8,17,0.47,27,0.66,11,11,28,50,37,13
2011-03-16,96,93,29,77,0.38,9,23,0.39,8,0.44,11,11,22,55,34,21
2011-03-18,99,80,24,62,0.39,5,22,0.23,17,0.42,11,11,17,55,38,17
2011-03-29,103,116,39,70,0.56,9,20,0.45,11,0.58,11,11,31,53,41,12
2011-04-01,97,90,31,62,0.50,2,21,0.10,22,0.45,11,11,19,45,30,15
2011-04-03,91,106,35,64,0.55,6,15,0.40,18,0.59,11,11,29,44,32,12
2011-04-11,98,112,31,65,0.48,4,20,0.20,38,0.53,11,11,21,43,24,19
2011-04-13,103,108,38,75,0.51,7,24,0.29,11,0.50,11,11,24,56,40,16
2016-10-27,91,94,22,50,0.44,6,20,0.30,32,0.53,11,11,22,47,35,12
2016-10-29,89,106,30,59,0.51,9,26,0.35,19,0.56,11,11,24,44,27,17
2016-11-08,90,102,31,56,0.55,8,25,0.32,16,0.57,11,11,24,43,35,8
2016-11-10,98,91,26,64,0.41,8,21,0.38,15,0.48,11,11,18,44,32,12
2016-11-16,97,105,27,56,0.48,9,20,0.45,24,0.58,11,11,21,47,37,10
2016-11-18,100,115,28,60,0.47,10,26,0.38,29,0.57,11,11,21,47,32,15
2016-11-20,93,102,25,54,0.46,11,27,0.41,19,0.56,11,11,26,44,34,10
2016-11-23,99,116,32,66,0.48,12,28,0.43,16,0.57,11,11,26,55,42,13
2016-11-25,97,104,30,48,0.63,9,32,0.28,17,0.58,11,11,24,41,34,7
2016-12-09,97,100,28,59,0.47,7,28,0.25,23,0.51,11,11,24,44,37,7
2016-12-12,97,116,37,61,0.61,10,23,0.43,12,0.60,11,11,23,50,36,14
2016-12-20,94,126,30,49,0.61,10,23,0.43,36,0.68,11,11,20,34,29,5
2016-12-26,99,102,32,62,0.52,7,25,0.28,17,0.53,11,11,24,47,30,17
2016-12-31,85,98,20,44,0.45,11,28,0.39,25,0.57,11,11,17,43,31,12
2017-01-04,95,102,32,58,0.55,8,20,0.40,14,0.59,11,11,26,33,26,7
2017-01-06,92,98,27,57,0.47,9,30,0.30,17,0.50,11,11,23,51,39,12
2017-01-08,101,106,25,46,0.54,11,28,0.39,23,0.61,11,11,21,35,32,3
2017-01-10,89,100,19,50,0.38,13,23,0.57,23,0.57,11,11,21,49,35,14
2017-01-13,97,108,33,55,0.60,9,25,0.36,15,0.61,11,11,23,45,33,12
2017-01-15,104,118,28,56,0.50,9,25,0.36,35,0.59,11,11,24,49,32,17
2017-01-18,93,100,26,51,0.51,9,21,0.43,21,0.57,11,11,28,41,29,12
2017-02-03,98,103,28,58,0.48,10,27,0.37,17,0.54,11,11,23,48,39,9
2017-02-04,104,109,36,65,0.55,7,23,0.30,16,0.56,11,11,25,48,39,9
2017-02-06,90,107,30,51,0.59,11,28,0.39,14,0.63,11,11,27,44,34,10
2017-02-08,96,108,32,59,0.54,10,25,0.40,14,0.59,11,11,24,45,37,8
2017-02-10,95,108,20,44,0.45,18,36,0.50,14,0.59,11,11,27,43,33,10
2017-02-12,101,105,24,47,0.51,11,31,0.35,24,0.57,11,11,23,50,41,9
2017-02-23,100,116,39,74,0.53,7,14,0.50,17,0.59,11,11,26,50,39,11
2017-02-25,90,85,20,51,0.39,11,28,0.39,12,0.50,11,11,18,47,36,11
2017-02-27,96,88,30,65,0.46,6,17,0.35,10,0.50,11,11,23,48,38,10
2017-03-01,97,100,24,59,0.41,11,22,0.50,19,0.54,11,11,12,41,30,11
2017-03-05,99,109,35,66,0.53,8,17,0.47,15,0.59,11,11,24,40,34,6
2017-03-10,108,122,32,69,0.46,12,23,0.52,22,0.57,11,11,27,41,33,8
2017-03-11,90,92,28,59,0.47,8,23,0.35,12,0.51,11,11,24,45,34,11
2017-03-13,101,120,28,52,0.54,16,30,0.53,16,0.65,11,11,24,44,40,4
2017-03-22,89,98,31,58,0.53,10,26,0.38,6,0.55,11,11,19,39,30,9
2017-03-27,83,91,25,42,0.60,6,25,0.24,23,0.56,11,11,16,40,32,8
2017-03-29,89,82,32,60,0.53,2,15,0.13,12,0.50,11,11,14,36,31,5
2017-04-04,95,98,24,59,0.41,12,22,0.55,14,0.55,11,11,17,53,40,13
2017-04-09,105,128,38,63,0.60,9,31,0.29,25,0.59,11,11,26,40,32,8
2017-04-11,107,129,34,64,0.53,9,19,0.47,34,0.61,11,11,28,59,50,9
2018-10-17,106,117,42,76,0.55,7,19,0.37,12,0.56,11,11,17,41,35,6
2018-10-24,101,97,29,65,0.45,6,18,0.33,21,0.49,11,11,19,62,46,16
2018-10-26,108,116,30,58,0.52,14,37,0.38,14,0.55,11,11,25,54,39,15
2018-11-07,104,105,34,65,0.52,8,23,0.35,13,0.55,11,11,27,38,31,7
2018-11-09,107,121,31,63,0.49,12,32,0.38,23,0.56,11,11,25,55,40,15
2018-11-10,101,86,26,67,0.39,6,25,0.24,16,0.42,11,11,11,56,41,15
2018-11-12,98,104,32,62,0.52,11,24,0.46,7,0.57,11,11,27,46,39,7
2018-11-19,110,117,29,64,0.45,16,38,0.42,11,0.53,11,11,29,62,47,15
2018-11-25,108,112,31,62,0.50,9,23,0.39,23,0.56,11,11,20,37,29,8
2018-11-29,100,121,39,72,0.54,7,24,0.29,22,0.56,11,11,26,52,34,18
2018-12-01,105,111,28,62,0.45,13,29,0.45,16,0.55,11,11,25,48,33,15
2018-12-12,100,141,31,48,0.65,19,38,0.50,22,0.69,11,11,34,41,30,11
2018-12-14,114,125,30,52,0.58,15,44,0.34,20,0.58,11,11,33,45,38,7
2018-12-19,110,113,26,59,0.44,13,34,0.38,22,0.51,11,11,28,46,35,11
2018-12-21,94,102,18,47,0.38,15,41,0.37,21,0.51,11,11,25,51,35,16
2018-12-23,107,122,28,69,0.41,14,31,0.45,24,0.53,11,11,26,56,40,16
2018-12-27,104,117,35,72,0.49,10,29,0.34,17,0.54,11,11,25,52,33,19
2019-01-01,113,108,33,82,0.40,11,33,0.33,9,0.45,11,11,24,63,42,21
2019-01-03,97,113,32,59,0.54,13,31,0.42,10,0.59,11,11,25,38,31,7
2019-01-05,97,123,26,61,0.43,20,36,0.56,11,0.59,11,11,34,46,32,14
2019-01-07,106,111,35,64,0.55,10,34,0.29,11,0.52,11,11,24,59,50,9
2019-01-10,100,112,35,64,0.55,9,22,0.41,15,0.60,11,11,29,53,39,14
2019-01-12,98,104,27,62,0.44,14,37,0.38,8,0.50,11,11,27,54,37,17
2019-01-14,98,115,33,61,0.54,10,26,0.38,19,0.58,11,11,24,53,40,13
2019-01-30,107,135,43,64,0.67,11,35,0.31,16,0.63,11,11,36,54,38,16
2019-02-02,102,115,31,62,0.50,11,30,0.37,20,0.56,11,11,22,55,38,17
2019-02-04,100,127,37,58,0.64,13,32,0.41,14,0.63,11,11,26,51,40,11
2019-02-06,100,101,28,58,0.48,11,33,0.33,12,0.51,11,11,21,56,35,21
2019-02-08,103,102,28,64,0.44,9,26,0.35,19,0.50,11,11,18,53,40,13
2019-02-10,106,117,29,53,0.55,9,31,0.29,32,0.56,11,11,26,51,40,11
2019-02-27,118,140,41,85,0.48,12,33,0.36,22,0.53,11,11,30,65,45,20
2019-03-01,99,109,35,72,0.49,6,21,0.29,21,0.53,11,11,27,49,38,11
2019-03-04,103,115,28,54,0.52,11,29,0.38,26,0.58,11,11,28,47,39,8
2019-03-06,101,109,27,51,0.53,13,29,0.45,16,0.61,11,11,23,41,35,6
2019-03-17,101,129,46,80,0.58,8,23,0.35,13,0.59,11,11,28,57,38,19
2019-03-19,107,121,40,70,0.57,9,25,0.36,14,0.58,11,11,25,52,34,18
2019-03-21,98,116,28,52,0.54,13,35,0.37,21,0.59,11,11,24,60,47,13
2019-03-23,98,112,22,54,0.41,17,38,0.45,17,0.55,11,11,25,57,40,17
2019-04-02,98,105,35,72,0.49,7,23,0.30,14,0.50,11,11,19,57,40,17
2019-04-04,99,117,34,59,0.58,14,38,0.37,7,0.58,11,11,28,38,30,8
2019-04-07,106,129,34,69,0.49,16,40,0.40,13,0.55,11,11,27,51,33,18
2015-10-28,103,104,30,70,0.43,11,24,0.46,11,0.51,11,11,24,54,37,17
2015-10-30,108,132,46,79,0.58,6,22,0.27,22,0.57,11,11,26,59,40,19
2015-11-03,96,89,22,54,0.41,7,20,0.35,24,0.47,11,11,17,41,31,10
2015-11-06,104,110,31,65,0.48,9,28,0.32,21,0.51,11,11,26,50,33,17
2015-11-07,99,94,32,68,0.47,6,19,0.32,12,0.50,11,11,26,50,34,16
2015-11-09,99,88,27,65,0.42,7,19,0.37,13,0.47,11,11,25,46,32,14
2015-11-11,97,101,28,58,0.48,9,16,0.56,18,0.59,11,11,20,51,43,8
2015-11-13,100,111,29,67,0.43,11,27,0.41,20,0.53,11,11,25,54,36,18
2015-11-15,96,107,29,51,0.57,10,25,0.40,19,0.61,11,11,23,45,36,9
2015-11-27,90,91,29,64,0.45,8,22,0.36,9,0.49,11,11,21,41,26,15
2015-11-30,100,112,27,48,0.56,9,31,0.29,31,0.56,11,11,22,49,38,11
2015-12-03,103,97,22,56,0.39,7,21,0.33,32,0.51,11,11,21,51,39,12
2015-12-08,94,114,33,49,0.67,10,28,0.36,18,0.66,11,11,29,45,35,10
2015-12-10,101,99,39,77,0.51,3,16,0.19,12,0.50,11,11,24,46,36,10
2015-12-15,105,107,27,51,0.53,11,24,0.46,20,0.60,11,11,25,54,42,12
2015-12-27,102,94,21,52,0.40,9,24,0.38,25,0.52,11,11,22,49,39,10
2015-12-30,105,105,28,49,0.57,8,25,0.32,25,0.56,11,11,23,56,45,11
2016-01-02,106,142,44,64,0.69,9,23,0.39,27,0.70,11,11,30,49,38,11
2016-01-07,99,118,41,64,0.64,6,21,0.29,18,0.61,11,11,32,40,29,11
2016-01-09,104,116,35,69,0.51,8,23,0.35,22,0.55,11,11,27,41,31,10
2016-01-13,96,97,35,61,0.57,6,23,0.26,9,0.53,11,11,21,56,44,12
2016-01-21,97,91,26,68,0.38,7,24,0.29,18,0.44,11,11,24,65,41,24
2016-01-23,100,108,33,69,0.48,5,16,0.31,27,0.53,11,11,19,62,45,17
2016-01-25,112,128,41,68,0.60,7,23,0.30,25,0.61,11,11,36,62,50,12
2016-02-01,96,111,30,60,0.50,9,26,0.35,24,0.55,11,11,21,58,37,21
2016-02-03,102,102,36,68,0.53,6,20,0.30,12,0.53,11,11,21,47,37,10
2016-02-19,110,116,31,62,0.50,10,21,0.48,24,0.60,11,11,16,50,42,8
2016-02-24,102,92,33,78,0.42,6,18,0.33,8,0.45,11,11,27,50,36,14
2016-02-26,94,107,22,54,0.41,12,24,0.50,27,0.56,11,11,19,51,34,17
2016-02-29,100,116,41,82,0.50,7,25,0.28,13,0.51,11,11,28,48,24,24
2016-03-09,99,111,32,62,0.52,8,22,0.36,23,0.56,11,11,20,45,36,9
2016-03-11,102,100,27,63,0.43,8,25,0.32,22,0.51,11,11,23,42,29,13
2016-03-13,94,99,29,60,0.48,9,21,0.43,14,0.54,11,11,25,37,29,8
2016-03-16,97,108,33,72,0.46,9,18,0.50,15,0.55,11,11,23,42,32,10
2016-03-25,108,116,33,68,0.49,7,22,0.32,29,0.53,11,11,28,55,42,13
2016-03-27,99,133,42,62,0.68,9,20,0.45,22,0.70,11,11,32,42,36,6
2016-03-30,105,120,39,66,0.59,8,18,0.44,18,0.63,11,11,27,44,36,8
2016-04-01,94,106,31,66,0.47,7,21,0.33,23,0.52,11,11,20,46,26,20
2016-04-05,98,107,30,56,0.54,11,22,0.50,14,0.61,11,11,20,41,34,7
2016-04-07,95,97,30,68,0.44,6,17,0.35,19,0.51,11,11,19,50,30,20
2016-04-09,96,114,32,62,0.52,13,32,0.41,11,0.55,11,11,22,43,27,16
2017-10-18,99,100,34,65,0.52,8,23,0.35,8,0.54,11,11,19,47,35,12
2017-10-26,99,106,31,61,0.51,7,20,0.35,23,0.58,11,11,25,38,33,5
2017-10-29,95,83,26,60,0.43,6,22,0.27,13,0.47,11,11,13,45,33,12
2017-11-07,100,94,28,55,0.51,9,24,0.38,11,0.55,11,11,21,50,44,6
2017-11-09,102,109,28,66,0.42,12,27,0.44,17,0.51,11,11,29,51,39,12
2017-11-17,91,86,32,71,0.45,4,14,0.29,10,0.47,11,11,20,48,35,13
2017-11-20,94,98,33,66,0.50,8,20,0.40,8,0.55,11,11,18,38,30,8
2017-11-22,96,113,37,64,0.58,10,21,0.48,9,0.63,11,11,26,48,36,12
2017-11-25,92,95,27,62,0.44,11,21,0.52,8,0.55,11,11,19,42,30,12
2017-11-28,95,87,26,60,0.43,5,17,0.29,20,0.47,11,11,15,43,32,11
2017-12-10,94,87,25,50,0.50,10,23,0.43,7,0.55,11,11,15,42,35,7
2017-12-12,92,99,31,67,0.46,7,22,0.32,16,0.50,11,11,21,54,39,15
2017-12-23,90,99,28,64,0.44,12,22,0.55,7,0.54,11,11,21,44,34,10
2017-12-27,91,109,29,49,0.59,12,30,0.40,15,0.63,11,11,25,43,35,8
2017-12-29,90,101,29,57,0.51,8,23,0.35,19,0.54,11,11,23,38,29,9
2017-12-31,97,96,28,62,0.45,9,24,0.38,13,0.50,11,11,20,46,31,15
2018-01-02,92,111,38,70,0.54,7,17,0.41,14,0.58,11,11,22,50,33,17
2018-01-06,101,106,33,69,0.48,9,25,0.36,13,0.51,11,11,21,44,33,11
2018-01-08,96,100,32,59,0.54,8,23,0.35,12,0.56,11,11,19,49,38,11
2018-01-11,105,115,34,59,0.58,8,26,0.31,23,0.59,11,11,23,46,36,10
2018-01-17,90,105,25,51,0.49,13,21,0.62,16,0.65,11,11,19,38,30,8
2018-02-02,104,104,32,70,0.46,10,25,0.40,10,0.51,11,11,22,37,28,9
2018-02-03,89,99,35,55,0.64,8,27,0.30,5,0.58,11,11,23,39,28,11
2018-02-05,93,104,26,52,0.50,11,32,0.34,19,0.54,11,11,22,50,39,11
2018-02-09,92,100,29,67,0.43,9,23,0.39,15,0.51,11,11,25,47,31,16
2018-02-22,94,107,30,64,0.47,12,27,0.44,11,0.55,11,11,23,47,35,12
2018-02-24,93,108,29,69,0.42,13,25,0.52,11,0.53,11,11,28,53,34,19
2018-02-26,95,100,32,62,0.52,8,22,0.36,12,0.56,11,11,22,35,26,9
2018-03-01,107,116,44,83,0.53,6,14,0.43,10,0.56,11,11,23,50,39,11
