game_date,offposs,points,fg_two_m,fg_two_a,fg_two_pct,fg_three_m,fg_three_a,fg_three_pct,ftpoints,tspct,home_id,team_id,assists,rebounds,defrebounds,offrebounds
2014-11-26,93,105,27,65,0.42,12,27,0.44,15,0.53,3,16,21,57,43,14
2014-12-02,95,105,38,64,0.59,5,22,0.23,14,0.57,26,16,26,45,36,9
2014-12-07,90,103,26,57,0.46,10,28,0.36,21,0.53,7,16,21,47,31,16
2014-12-09,90,98,32,63,0.51,9,21,0.43,7,0.56,4,16,25,53,41,12
2014-12-10,92,82,21,45,0.47,10,35,0.29,10,0.48,20,16,20,40,29,11
2014-12-12,91,106,31,64,0.48,12,24,0.50,8,0.56,25,16,20,39,27,12
2014-12-13,92,95,35,73,0.48,5,17,0.29,10,0.51,5,16,21,53,39,14
2014-12-19,116,129,34,75,0.45,13,35,0.37,22,0.53,10,16,18,64,44,20
2014-12-20,96,114,39,65,0.60,9,25,0.36,9,0.60,19,16,25,48,35,13
2014-12-22,101,95,24,49,0.49,10,27,0.37,17,0.57,9,16,19,43,38,5
2014-12-23,103,115,21,60,0.35,17,31,0.55,22,0.56,29,16,22,51,39,12
2015-01-11,95,106,28,55,0.51,13,31,0.42,11,0.58,27,16,28,47,40,7
2015-01-16,94,96,31,55,0.56,6,19,0.32,16,0.59,10,16,20,36,33,3
2015-01-17,89,98,23,57,0.40,13,36,0.36,13,0.49,21,16,20,44,27,17
2015-01-21,102,113,26,55,0.47,13,32,0.41,22,0.57,13,16,21,49,38,11
2015-04-06,93,96,28,61,0.46,11,26,0.42,7,0.53,22,16,17,51,39,12
2015-01-28,83,94,25,49,0.51,10,31,0.32,14,0.53,28,16,18,44,32,12
2015-01-30,97,99,28,57,0.49,11,30,0.37,10,0.54,30,16,25,48,37,11
2015-01-31,97,88,24,58,0.41,9,31,0.29,13,0.45,18,16,19,48,34,14
2015-02-07,106,101,27,57,0.47,10,32,0.31,17,0.51,23,16,24,59,41,18
2015-02-08,91,109,31,47,0.66,9,29,0.31,20,0.63,9,16,20,44,38,6
2015-02-20,89,76,22,50,0.44,4,22,0.18,20,0.46,17,16,12,43,36,7
2015-03-01,94,110,31,59,0.53,10,24,0.42,18,0.59,11,16,19,48,34,14
2015-03-04,104,98,26,55,0.47,8,32,0.25,22,0.48,12,16,19,66,54,12
2015-03-07,96,113,29,61,0.48,14,27,0.52,13,0.58,20,16,18,39,29,10
2015-03-15,92,113,32,57,0.56,13,29,0.45,10,0.60,8,16,27,44,33,11
2015-03-16,92,97,28,61,0.46,8,28,0.29,17,0.49,15,16,19,52,36,16
2015-03-18,89,104,31,55,0.56,10,26,0.38,12,0.58,24,16,22,48,33,15
2015-03-20,92,104,31,56,0.55,7,24,0.29,21,0.58,6,16,13,44,33,11
2015-03-21,91,86,27,54,0.50,6,22,0.27,14,0.52,21,16,15,48,41,7
2015-03-25,88,92,27,54,0.50,7,27,0.26,17,0.51,17,16,19,51,36,15
2015-03-27,91,87,29,63,0.46,7,26,0.27,8,0.45,13,16,15,61,43,18
2015-04-03,95,107,33,62,0.53,10,26,0.38,11,0.58,27,16,21,55,48,7
2015-04-09,95,105,39,74,0.53,7,24,0.29,6,0.51,2,16,28,45,30,15
2015-04-13,94,90,30,60,0.50,8,23,0.35,6,0.52,29,16,22,42,37,5
2015-04-15,105,98,31,66,0.47,7,25,0.28,15,0.49,23,16,20,48,34,14
2013-10-30,94,91,25,55,0.45,8,26,0.31,17,0.49,13,16,19,40,28,12
2013-11-01,97,113,30,81,0.37,14,22,0.64,11,0.51,26,16,25,67,46,21
2013-11-09,85,96,27,62,0.44,9,20,0.45,15,0.52,11,16,25,56,33,23
2013-11-15,100,109,31,56,0.55,9,26,0.35,20,0.59,1,16,21,50,40,10
2013-11-17,107,118,29,67,0.43,15,32,0.47,15,0.55,8,16,25,53,36,17
2013-11-18,91,108,33,58,0.57,8,18,0.44,18,0.64,22,16,19,47,38,9
2013-11-20,91,91,24,55,0.44,11,31,0.35,10,0.49,18,16,26,51,33,18
2013-11-23,102,113,27,65,0.42,10,21,0.48,29,0.55,2,16,27,50,34,16
2013-11-27,91,106,32,67,0.48,7,19,0.37,21,0.55,13,16,21,42,26,16
2013-12-01,97,114,29,64,0.45,9,23,0.39,29,0.55,27,16,28,55,38,17
2013-12-09,92,105,34,66,0.52,6,19,0.32,19,0.56,17,16,23,46,33,13
2013-12-14,101,139,31,56,0.55,21,37,0.57,14,0.67,14,16,41,56,37,19
2013-12-15,99,111,34,73,0.47,7,26,0.27,22,0.50,4,16,24,57,35,22
2013-12-17,97,119,26,59,0.44,15,33,0.45,22,0.57,28,16,26,60,39,21
2013-12-18,102,109,26,54,0.48,14,40,0.35,15,0.53,20,16,19,47,35,12
2013-12-30,94,108,27,56,0.48,12,32,0.38,18,0.54,19,16,25,43,30,13
2013-12-31,96,98,28,58,0.48,8,33,0.24,18,0.48,29,16,26,47,36,11
2014-01-07,104,119,29,63,0.46,10,27,0.37,31,0.56,11,16,24,57,39,18
2014-01-17,96,109,33,70,0.47,8,16,0.50,19,0.57,10,16,21,51,41,10
2014-01-18,98,127,37,64,0.58,9,26,0.35,26,0.62,23,16,26,58,42,16
2014-01-20,98,113,36,72,0.50,8,25,0.32,17,0.53,9,16,21,44,26,18
2014-01-21,87,97,33,67,0.49,7,19,0.37,10,0.51,29,16,23,48,33,15
2014-01-26,101,88,22,62,0.35,6,21,0.29,26,0.44,2,16,16,58,44,14
2014-02-03,93,90,32,62,0.52,5,19,0.26,11,0.52,15,16,23,49,40,9
2014-02-05,91,94,22,58,0.38,8,21,0.38,26,0.49,7,16,17,55,39,16
2014-02-07,105,113,38,84,0.45,7,20,0.35,16,0.50,5,16,21,54,35,19
2014-02-08,99,117,32,60,0.53,8,23,0.35,29,0.58,20,16,28,53,39,14
2014-02-12,95,117,30,53,0.57,13,31,0.42,18,0.63,12,16,26,40,27,13
2014-02-25,97,100,16,45,0.36,12,31,0.39,32,0.53,26,16,17,46,36,10
2014-03-07,92,98,31,57,0.54,7,26,0.27,15,0.53,23,16,17,54,37,17
2014-03-09,105,113,30,71,0.42,9,25,0.36,26,0.50,9,16,24,64,38,26
2014-03-11,89,99,28,69,0.41,7,17,0.41,22,0.50,21,16,18,44,27,17
2014-03-12,92,90,28,62,0.45,4,21,0.19,22,0.46,10,16,13,50,36,14
2014-03-14,98,111,24,45,0.53,14,33,0.42,21,0.62,19,16,23,45,38,7
2014-03-22,92,94,25,57,0.44,9,27,0.33,17,0.49,3,16,17,40,29,11
2014-03-24,90,91,17,35,0.49,11,39,0.28,24,0.52,24,16,18,48,36,12
2014-03-25,92,85,25,60,0.42,7,26,0.27,14,0.46,6,16,17,51,34,17
2014-03-27,88,100,27,54,0.50,10,26,0.38,16,0.56,30,16,24,51,36,15
2014-03-28,87,91,25,58,0.43,10,22,0.45,11,0.52,25,16,19,48,38,10
2014-04-11,93,111,29,65,0.45,11,22,0.50,20,0.56,17,16,23,46,33,13
2009-10-31,87,107,32,56,0.57,6,18,0.33,25,0.61,9,16,19,40,26,14
2009-11-01,84,83,20,48,0.42,8,21,0.38,19,0.51,29,16,16,43,31,12
2009-11-10,88,93,23,52,0.44,9,18,0.50,20,0.57,21,16,20,42,33,9
2009-11-11,89,107,32,51,0.63,10,25,0.40,13,0.64,20,16,30,45,37,8
2009-11-13,88,86,31,74,0.42,2,13,0.15,18,0.44,19,16,14,62,40,22
2009-11-14,81,80,22,44,0.50,5,20,0.25,21,0.53,3,16,8,45,39,6
2009-11-16,95,95,30,63,0.48,7,17,0.41,14,0.54,30,16,24,41,32,9
2009-11-20,96,94,29,60,0.48,4,19,0.21,24,0.50,2,16,18,49,31,18
2009-11-28,87,92,31,57,0.54,3,18,0.17,21,0.52,17,16,19,40,26,14
2009-12-07,86,84,30,58,0.52,1,8,0.13,21,0.55,7,16,13,44,34,10
2009-12-09,93,102,33,63,0.52,6,16,0.38,18,0.56,5,16,20,44,35,9
2009-12-11,89,99,29,57,0.51,8,23,0.35,17,0.57,28,16,22,33,25,8
2009-12-12,106,101,31,74,0.42,6,18,0.33,21,0.48,18,16,18,58,40,18
2009-12-19,93,83,26,60,0.43,3,18,0.17,22,0.45,6,16,7,40,30,10
2009-12-20,82,102,27,55,0.49,11,19,0.58,15,0.63,24,16,20,42,33,9
2009-12-22,89,85,27,65,0.42,5,14,0.36,16,0.48,23,16,21,49,39,10
2009-12-23,83,98,30,66,0.45,5,11,0.45,23,0.54,10,16,19,40,27,13
2010-01-04,89,95,33,61,0.54,6,16,0.38,11,0.56,12,16,27,31,22,9
2010-01-18,84,92,34,65,0.52,3,17,0.18,15,0.51,15,16,19,42,24,18
2010-01-20,83,98,32,65,0.49,4,11,0.36,22,0.56,14,16,20,39,28,11
2010-01-22,94,95,29,64,0.45,5,25,0.20,22,0.47,1,16,19,51,32,19
2010-01-23,85,97,26,49,0.53,8,22,0.36,21,0.58,4,16,27,38,33,5
2010-01-29,91,100,29,60,0.48,8,21,0.38,18,0.56,9,16,25,40,29,11
2010-01-30,97,114,43,76,0.57,3,10,0.30,19,0.59,23,16,9,42,33,9
2010-02-03,90,105,29,68,0.43,8,19,0.42,23,0.53,17,16,17,41,22,19
2010-02-10,92,108,42,68,0.62,3,9,0.33,15,0.63,13,16,21,38,31,7
2010-02-23,79,102,36,62,0.58,4,12,0.33,18,0.61,22,16,23,32,24,8
2010-02-24,91,101,36,70,0.51,6,15,0.40,11,0.55,8,16,25,44,35,9
2010-02-26,99,111,38,69,0.55,5,15,0.33,20,0.58,25,16,20,33,23,10
2010-02-27,93,110,29,61,0.48,8,20,0.40,28,0.57,20,16,29,47,34,13
2010-03-01,91,103,30,64,0.47,8,21,0.38,19,0.56,21,16,22,41,27,14
2010-03-07,91,106,26,66,0.39,9,16,0.56,27,0.54,26,16,23,44,27,17
2010-03-11,93,110,29,71,0.41,7,15,0.47,31,0.53,2,16,20,57,32,25
2010-03-12,88,110,33,65,0.51,5,9,0.56,29,0.62,11,16,15,37,26,11
2010-03-21,88,87,30,71,0.42,2,17,0.12,21,0.43,13,16,16,50,34,16
2010-03-27,84,112,37,57,0.65,6,18,0.33,20,0.67,19,16,23,35,23,12
2010-03-28,85,92,35,73,0.48,2,8,0.25,16,0.52,29,16,16,41,27,14
2010-04-01,90,92,29,71,0.41,4,9,0.44,22,0.49,26,16,18,41,29,12
2010-04-03,89,98,28,53,0.53,7,20,0.35,21,0.58,11,16,18,41,33,8
2010-04-07,86,93,39,74,0.53,2,7,0.29,9,0.54,12,16,23,42,29,13
2010-04-11,83,91,30,65,0.46,6,15,0.40,13,0.53,27,16,19,48,35,13
2010-10-27,89,98,28,68,0.41,8,20,0.40,18,0.49,12,16,17,54,32,22
2010-10-30,96,100,31,63,0.49,6,13,0.46,20,0.54,7,16,22,46,37,9
2010-11-01,90,98,33,66,0.50,0,14,0.00,32,0.49,25,16,15,40,22,18
2010-11-02,86,90,31,56,0.55,7,24,0.29,7,0.54,18,16,21,45,33,12
2010-11-07,94,96,26,55,0.47,6,20,0.30,26,0.53,27,16,21,31,23,8
2010-11-12,87,108,34,61,0.56,7,15,0.47,19,0.62,29,16,25,35,22,13
2010-11-13,88,87,29,64,0.45,4,17,0.24,17,0.48,19,16,15,42,28,14
2010-11-16,92,100,33,68,0.49,7,19,0.37,13,0.53,21,16,25,44,28,16
2010-11-28,88,96,26,65,0.40,7,13,0.54,23,0.52,22,16,19,42,27,15
2010-11-30,87,79,25,63,0.40,5,18,0.28,14,0.45,14,16,19,47,31,16
2010-12-01,86,95,27,57,0.47,7,17,0.41,20,0.56,1,16,19,33,23,10
2010-12-03,87,79,25,72,0.35,6,21,0.29,11,0.40,15,16,19,57,30,27
2010-12-10,90,101,30,54,0.56,5,17,0.29,26,0.57,13,16,21,40,31,9
2010-12-12,85,78,28,72,0.39,5,15,0.33,7,0.42,10,16,19,51,29,22
2010-12-13,85,73,25,61,0.41,4,18,0.22,11,0.41,21,16,18,51,32,19
2010-12-15,88,98,39,71,0.55,3,14,0.21,11,0.52,23,16,26,39,26,13
2010-12-25,94,102,36,79,0.46,5,18,0.28,15,0.49,2,16,27,57,31,26
2010-12-27,88,96,28,53,0.53,5,17,0.29,25,0.56,17,16,20,43,31,12
2010-12-28,86,77,26,67,0.39,6,13,0.46,7,0.45,26,16,17,38,27,11
2011-01-04,81,81,29,63,0.46,4,16,0.25,11,0.46,23,16,17,46,32,14
2011-01-05,91,103,34,66,0.52,7,19,0.37,14,0.54,9,16,21,38,28,10
2011-01-07,89,108,31,63,0.49,9,23,0.39,19,0.56,20,16,23,47,27,20
2011-01-14,95,111,31,64,0.48,8,17,0.47,25,0.57,13,16,26,42,30,12
2011-01-19,98,94,32,72,0.44,6,16,0.38,12,0.49,11,16,25,44,34,10
2011-02-02,92,90,23,58,0.40,9,17,0.53,17,0.52,26,16,26,33,26,7
2011-02-04,96,87,27,68,0.40,5,20,0.25,18,0.44,5,16,17,46,34,12
2011-02-05,84,111,30,59,0.51,12,19,0.63,15,0.65,28,16,27,41,30,11
2011-02-11,85,102,31,53,0.58,7,17,0.41,19,0.64,8,16,23,35,24,11
2011-02-13,87,105,29,48,0.60,6,16,0.38,29,0.66,4,16,25,26,21,5
2011-02-14,87,95,29,66,0.44,8,18,0.44,13,0.52,20,16,23,51,34,17
2011-03-02,91,107,34,74,0.46,6,13,0.46,21,0.53,11,16,24,44,28,16
2011-03-07,84,89,27,56,0.48,8,25,0.32,11,0.50,6,16,21,40,28,12
2011-03-08,83,105,33,62,0.53,7,17,0.41,18,0.61,24,16,21,37,24,13
2011-03-11,90,92,28,55,0.51,9,27,0.33,9,0.52,3,16,23,42,29,13
2011-03-12,87,82,20,55,0.36,7,22,0.32,21,0.46,30,16,20,43,27,16
2011-03-20,83,80,26,58,0.45,6,25,0.24,10,0.44,27,16,21,51,31,20
2011-03-27,88,90,33,69,0.48,2,12,0.17,18,0.48,29,16,16,44,30,14
2011-03-28,85,100,26,48,0.54,8,17,0.47,24,0.63,10,16,15,43,35,8
2011-03-30,80,91,32,60,0.53,5,14,0.36,12,0.56,19,16,18,41,29,12
2011-04-07,81,98,28,61,0.46,8,18,0.44,18,0.56,17,16,24,43,28,15
2011-04-13,95,86,17,57,0.30,11,26,0.42,19,0.45,2,16,18,51,32,19
2016-10-29,114,115,35,66,0.53,10,32,0.31,15,0.54,26,16,23,51,44,7
2016-11-02,111,115,30,68,0.44,12,33,0.36,19,0.53,13,16,25,58,46,12
2016-11-04,96,105,24,49,0.49,12,31,0.39,21,0.58,23,16,21,48,39,9
2016-11-06,93,100,18,38,0.47,14,33,0.42,22,0.59,21,16,19,42,35,7
2016-11-09,92,80,25,58,0.43,6,30,0.20,12,0.43,12,16,16,51,38,13
2016-11-17,100,109,31,62,0.50,10,28,0.36,17,0.55,9,16,24,46,34,12
2016-11-18,96,101,21,54,0.39,12,34,0.35,23,0.51,19,16,19,53,35,18
2016-11-20,100,129,34,49,0.69,15,36,0.42,16,0.69,22,16,23,53,44,9
2016-11-22,100,103,32,64,0.50,6,22,0.27,21,0.53,7,16,18,50,37,13
2016-11-23,96,125,34,61,0.56,13,29,0.45,18,0.63,28,16,27,41,30,11
2016-12-05,97,112,36,69,0.52,9,24,0.38,13,0.55,25,16,25,44,32,12
2016-12-07,99,107,20,45,0.44,17,40,0.43,16,0.56,18,16,25,46,35,11
2016-12-08,95,86,18,54,0.33,7,28,0.25,29,0.42,21,16,13,57,41,16
2016-12-10,96,111,24,45,0.53,16,37,0.43,15,0.62,5,16,22,44,32,12
2016-12-12,97,120,34,66,0.52,10,21,0.48,22,0.61,12,16,25,46,31,15
2016-12-15,101,120,33,65,0.51,8,23,0.35,30,0.58,26,16,22,46,30,16
2016-12-17,99,90,26,58,0.45,8,28,0.29,14,0.48,2,16,16,33,26,7
2016-12-20,95,121,40,58,0.69,4,28,0.14,29,0.58,11,16,30,46,29,17
2016-12-30,94,94,29,57,0.51,6,20,0.30,18,0.54,10,16,19,30,25,5
2017-01-01,94,95,30,51,0.59,6,22,0.27,17,0.57,20,16,13,43,37,6
2017-01-04,104,117,28,63,0.44,12,26,0.46,25,0.58,2,16,23,49,35,14
2017-01-10,97,108,36,64,0.56,7,21,0.33,15,0.57,27,16,25,55,45,10
2017-01-16,98,101,29,62,0.47,8,26,0.31,19,0.51,15,16,22,47,32,15
2017-01-18,99,85,25,63,0.40,8,31,0.26,11,0.43,3,16,18,52,36,16
2017-01-20,98,92,27,70,0.39,6,19,0.32,20,0.46,14,16,16,53,38,15
2017-01-21,107,127,33,67,0.49,10,25,0.40,31,0.58,1,16,26,44,31,13
2017-02-05,98,99,25,59,0.42,10,28,0.36,19,0.51,29,16,15,46,35,11
2017-02-07,92,114,31,58,0.53,11,28,0.39,19,0.59,23,16,17,55,37,18
2017-02-15,95,88,23,57,0.40,9,22,0.41,15,0.50,17,16,14,43,33,10
2017-02-23,100,112,32,63,0.51,9,18,0.50,21,0.60,6,16,20,48,36,12
2017-02-26,94,106,26,58,0.45,9,21,0.43,27,0.55,8,16,16,42,32,10
2017-02-28,105,113,34,59,0.58,10,25,0.40,15,0.59,4,16,25,55,44,11
2017-04-03,91,109,27,54,0.50,11,32,0.34,22,0.56,20,16,24,38,27,11
2017-03-07,98,126,36,62,0.58,11,23,0.48,21,0.64,29,16,24,39,27,12
2017-03-12,101,110,36,64,0.56,7,22,0.32,17,0.57,13,16,14,54,44,10
2017-03-14,94,77,12,44,0.27,11,32,0.34,20,0.43,19,16,13,51,41,10
2017-03-15,93,110,29,58,0.50,9,22,0.41,25,0.59,10,16,21,42,32,10
2017-03-18,100,113,36,69,0.52,8,18,0.44,17,0.59,30,16,23,59,43,16
2017-03-19,90,115,29,57,0.51,13,26,0.50,18,0.63,24,16,13,47,32,15
2017-03-26,97,97,24,61,0.39,12,28,0.43,13,0.50,27,16,24,65,52,13
2017-04-04,87,87,27,57,0.47,6,26,0.23,15,0.48,17,16,10,37,25,12
2018-10-25,97,128,37,60,0.62,11,27,0.41,21,0.65,6,16,24,45,33,12
2018-10-27,99,111,25,55,0.45,12,33,0.36,25,0.54,24,16,14,47,37,10
2018-10-29,94,103,28,52,0.54,10,26,0.38,17,0.60,5,16,19,52,41,11
2018-10-30,98,104,30,60,0.50,8,20,0.40,20,0.58,9,16,17,60,48,12
2018-11-14,102,117,27,60,0.45,14,33,0.42,21,0.56,27,16,24,51,37,14
2018-11-16,99,96,29,59,0.49,8,29,0.28,14,0.49,20,16,16,54,38,16
2018-11-18,104,119,28,56,0.50,11,30,0.37,30,0.58,15,16,26,56,45,11
2018-11-20,96,118,29,60,0.48,16,35,0.46,12,0.57,7,16,25,50,32,18
2018-11-21,106,100,25,52,0.48,9,41,0.22,23,0.48,18,16,13,46,32,14
2018-11-23,99,97,29,69,0.42,9,24,0.38,12,0.48,2,16,22,47,30,17
2018-12-02,99,118,33,57,0.58,12,29,0.41,16,0.63,10,16,25,40,29,11
2018-12-04,100,102,31,60,0.52,7,24,0.29,19,0.54,23,16,20,50,38,12
2018-12-11,92,104,28,62,0.45,10,25,0.40,18,0.54,9,16,20,52,34,18
2018-12-12,95,83,26,65,0.40,6,22,0.27,13,0.44,21,16,15,53,41,12
2018-12-17,102,131,37,66,0.56,10,20,0.50,27,0.66,12,16,26,38,30,8
2018-12-25,99,96,26,66,0.39,9,23,0.39,17,0.48,17,16,20,45,31,14
2018-12-27,110,110,25,65,0.38,13,40,0.33,21,0.47,2,16,20,62,45,17
2019-01-01,112,113,30,58,0.52,9,32,0.28,26,0.54,11,16,22,61,50,11
2019-01-13,97,113,28,54,0.52,12,34,0.35,21,0.57,26,16,25,42,32,10
2019-01-14,98,107,27,61,0.44,10,31,0.32,23,0.51,11,16,22,51,32,19
2019-01-21,98,109,37,72,0.51,8,18,0.44,11,0.56,17,16,30,47,38,9
2019-01-22,104,114,33,59,0.56,10,36,0.28,18,0.54,29,16,21,57,35,22
2019-01-24,102,120,32,68,0.47,12,26,0.46,20,0.58,13,16,25,58,41,17
2019-02-10,97,101,33,57,0.58,9,29,0.31,8,0.54,23,16,24,50,37,13
2019-02-11,100,111,25,58,0.43,11,29,0.38,28,0.54,29,16,18,53,39,14
2019-02-21,103,113,39,73,0.53,7,32,0.22,14,0.51,22,16,19,64,44,20
2019-02-23,101,130,44,76,0.58,5,23,0.22,27,0.58,14,16,29,58,36,22
2019-02-25,96,123,26,49,0.53,18,29,0.62,17,0.70,28,16,26,46,40,6
2019-02-27,97,97,32,57,0.56,6,33,0.18,15,0.49,1,16,14,52,36,16
2019-03-01,101,117,28,52,0.54,14,33,0.42,19,0.62,8,16,24,46,34,12
2019-03-03,97,118,32,64,0.50,11,32,0.34,21,0.55,3,16,26,57,37,20
2019-03-05,103,111,33,50,0.66,9,29,0.31,18,0.63,21,16,25,37,32,5
2019-03-12,96,125,35,65,0.54,12,31,0.39,19,0.58,12,16,27,57,34,23
2019-03-15,103,122,33,69,0.48,10,27,0.37,26,0.55,19,16,26,62,39,23
2019-03-16,99,103,35,73,0.48,7,28,0.25,12,0.48,10,16,23,56,39,17
2019-03-27,91,118,32,51,0.63,11,32,0.34,21,0.62,25,16,30,48,37,11
2019-03-29,100,118,36,64,0.56,9,32,0.28,19,0.56,30,16,19,61,46,15
2019-03-30,101,90,34,81,0.42,4,21,0.19,10,0.42,4,16,18,66,43,23
2019-04-01,101,132,35,61,0.57,15,30,0.50,17,0.65,20,16,31,50,35,15
2019-04-05,94,110,32,57,0.56,10,29,0.34,16,0.57,26,16,24,46,30,16
2019-04-09,99,104,26,53,0.49,11,37,0.30,19,0.52,27,16,18,48,34,14
2015-10-30,105,92,25,62,0.40,9,24,0.38,15,0.49,13,16,17,43,32,11
2015-11-02,99,106,32,59,0.54,9,30,0.30,15,0.54,20,16,18,51,36,15
2015-11-04,92,108,30,52,0.58,11,25,0.44,15,0.59,17,16,11,58,40,18
2015-11-09,97,104,26,62,0.42,10,29,0.34,22,0.51,26,16,20,46,32,14
2015-11-13,93,100,25,47,0.53,8,22,0.36,26,0.60,21,16,17,45,34,11
2015-11-15,93,94,30,68,0.44,5,21,0.24,19,0.47,3,16,20,51,34,17
2015-11-16,88,80,24,56,0.43,7,19,0.37,11,0.49,10,16,15,43,39,4
2015-11-18,107,103,26,58,0.45,9,30,0.30,24,0.50,9,16,18,54,42,12
2015-11-22,93,107,35,62,0.56,8,25,0.32,13,0.57,27,16,27,49,40,9
2015-11-30,105,87,28,64,0.44,5,23,0.22,16,0.44,12,16,18,59,44,15
2015-12-05,96,109,29,57,0.51,10,20,0.50,21,0.60,20,16,23,42,32,10
2015-12-07,94,88,25,52,0.48,8,33,0.24,14,0.47,18,16,21,49,33,16
2015-12-08,90,100,29,53,0.55,11,26,0.42,9,0.58,28,16,21,44,31,13
2015-12-11,92,106,33,62,0.53,12,34,0.35,4,0.54,13,16,23,57,39,18
2015-12-16,100,90,21,66,0.32,11,26,0.42,15,0.45,29,16,13,49,30,19
2015-12-18,96,94,21,41,0.51,11,32,0.34,19,0.55,6,16,21,43,36,7
2015-12-20,93,109,26,46,0.57,13,34,0.38,18,0.59,24,16,23,48,34,14
2015-12-21,95,97,33,57,0.58,5,24,0.21,16,0.53,30,16,24,52,38,14
2015-12-23,98,89,26,67,0.39,7,28,0.25,16,0.42,19,16,16,59,37,22
2015-12-27,102,98,28,59,0.47,10,33,0.30,12,0.49,11,16,19,54,39,15
2015-12-31,83,96,19,42,0.45,16,36,0.44,10,0.56,17,16,19,41,31,10
2016-01-03,94,112,30,55,0.55,10,23,0.43,22,0.59,26,16,23,44,36,8
2016-01-15,94,116,32,58,0.55,15,35,0.43,7,0.59,22,16,26,47,33,14
2016-01-16,97,89,29,58,0.50,5,29,0.17,16,0.46,14,16,17,46,32,14
2016-01-18,92,108,26,53,0.49,17,31,0.55,5,0.61,15,16,25,50,39,11
2016-02-06,97,96,24,52,0.46,11,35,0.31,15,0.49,9,16,21,60,39,21
2016-02-08,99,112,34,60,0.57,10,29,0.34,14,0.58,21,16,22,44,33,11
2016-02-27,97,103,33,66,0.50,5,21,0.24,22,0.52,25,16,20,56,46,10
2016-02-28,94,111,27,57,0.47,14,24,0.58,15,0.62,5,16,19,47,38,9
2016-03-01,94,104,25,58,0.43,12,30,0.40,18,0.54,7,16,17,58,48,10
2016-03-02,95,93,23,55,0.42,11,29,0.38,14,0.49,1,16,15,50,38,12
2016-03-04,95,115,28,56,0.50,11,27,0.41,26,0.59,8,16,14,40,27,13
2016-03-06,96,103,24,47,0.51,11,31,0.35,22,0.58,4,16,18,35,30,5
2016-03-11,96,112,18,50,0.36,19,36,0.53,19,0.58,2,16,20,43,34,9
2016-03-14,96,94,24,64,0.38,7,27,0.26,25,0.46,29,16,13,43,25,18
2016-03-17,97,110,29,67,0.43,10,22,0.45,22,0.53,10,16,23,55,37,18
2016-03-18,98,117,27,51,0.53,9,27,0.33,36,0.60,19,16,17,49,40,9
2016-03-20,107,120,24,58,0.41,18,46,0.39,18,0.51,23,16,25,56,31,25
2016-03-24,98,94,26,56,0.46,6,24,0.25,24,0.49,12,16,18,48,36,12
2016-04-03,101,111,29,61,0.48,9,24,0.38,26,0.55,2,16,23,43,30,13
2016-04-05,99,115,28,62,0.45,12,31,0.39,23,0.54,11,16,20,51,31,20
2017-10-18,99,124,30,66,0.45,14,24,0.58,22,0.60,13,16,22,67,46,21
2017-10-20,98,114,37,76,0.49,9,19,0.47,13,0.55,5,16,19,55,40,15
2017-10-21,97,110,23,53,0.43,11,28,0.39,31,0.56,18,16,18,48,30,18
2017-11-01,109,103,28,59,0.47,9,34,0.26,20,0.48,17,16,17,58,46,12
2017-11-17,91,82,23,56,0.41,7,25,0.28,15,0.46,11,16,13,52,36,16
2017-11-20,97,100,27,68,0.40,6,15,0.40,28,0.51,21,16,11,66,49,17
2017-11-22,102,81,23,63,0.37,7,26,0.27,14,0.41,14,16,14,55,41,14
2017-11-24,101,127,42,81,0.52,6,15,0.40,25,0.57,22,16,24,51,35,16
2017-11-25,97,108,32,56,0.57,9,24,0.38,17,0.59,15,16,18,44,37,7
2017-11-27,97,103,30,62,0.48,7,21,0.33,22,0.53,7,16,18,51,42,9
2017-12-11,96,104,30,60,0.50,7,28,0.25,23,0.52,2,16,14,42,28,14
2017-12-13,87,102,26,44,0.59,10,28,0.36,20,0.62,24,16,14,35,28,7
2017-12-15,96,95,29,68,0.43,8,18,0.44,13,0.52,6,16,18,48,39,9
2017-12-16,98,93,27,55,0.49,10,24,0.42,9,0.53,3,16,19,57,48,9
2017-12-18,93,107,36,60,0.60,10,24,0.42,5,0.61,20,16,26,43,34,9
2017-12-23,97,95,29,70,0.41,10,25,0.40,7,0.47,27,16,19,53,40,13
2017-12-30,92,89,29,60,0.48,7,25,0.28,10,0.49,30,16,19,51,34,17
2018-01-01,110,124,33,75,0.44,14,33,0.42,16,0.54,25,16,25,56,43,13
2018-01-02,97,110,29,58,0.50,13,32,0.41,13,0.56,28,16,25,47,31,16
2018-01-09,97,117,33,58,0.57,10,23,0.43,21,0.62,29,16,19,45,35,10
2018-01-10,97,112,31,57,0.54,9,26,0.35,23,0.57,9,16,21,51,38,13
2018-01-12,99,113,33,59,0.56,12,42,0.29,11,0.53,19,16,24,46,27,19
2018-01-14,96,103,28,54,0.52,11,25,0.44,14,0.59,20,16,19,39,31,8
2018-01-22,95,101,28,60,0.47,8,25,0.32,21,0.52,26,16,19,49,35,14
2018-01-26,92,107,29,49,0.59,10,30,0.33,19,0.61,23,16,20,56,45,11
2018-01-30,99,104,23,68,0.34,13,30,0.43,19,0.48,12,16,21,63,42,21
2018-02-02,95,105,30,52,0.58,7,21,0.33,24,0.59,8,16,20,40,34,6
2018-02-04,90,96,23,60,0.38,13,31,0.42,11,0.49,1,16,21,51,37,14
