team_id,date_start,date_end,player_id
7,2010-10-27,2012-04-26,441
7,2015-01-07,2016-04-12,678
7,2009-10-31,2010-02-05,521
7,2015-01-15,2016-04-12,55
7,2018-02-08,2019-04-10,1037
7,2012-11-09,2013-03-29,263
7,2009-10-28,2010-02-16,766
7,2018-10-17,2019-04-10,910
7,2016-11-20,2017-04-12,922
7,2016-11-01,2017-04-12,958
7,2013-10-30,2014-02-21,39
7,2017-10-19,2018-04-11,76
7,2011-12-28,2012-04-26,478
7,2016-10-25,2017-11-08,976
7,2018-10-17,2019-04-10,1175
7,2009-10-28,2010-02-09,272
7,2018-10-17,2019-03-15,574
7,2012-11-02,2015-02-11,230
7,2013-04-17,2013-04-17,192
7,2014-10-29,2015-04-15,117
7,2017-10-19,2018-01-02,396
7,2012-11-02,2013-04-15,171
7,2010-10-27,2014-04-15,115
7,2011-02-25,2012-02-15,469
7,2015-03-22,2015-04-15,590
7,2015-10-28,2016-04-12,5
7,2010-10-27,2011-04-13,410
7,2016-10-25,2018-12-09,967
7,2012-11-02,2013-02-20,53
7,2010-10-27,2011-04-13,433
7,2014-10-29,2014-12-27,264
7,2015-10-28,2017-04-12,726
7,2010-02-20,2010-04-14,749
7,2014-10-29,2015-04-15,652
7,2014-02-27,2014-04-16,210
7,2010-11-28,2011-04-13,479
7,2011-03-01,2011-04-13,539
7,2013-04-12,2013-04-14,98
7,2011-12-28,2013-04-17,100
7,2016-01-29,2016-01-31,1200
7,2013-10-30,2019-01-30,673
7,2010-10-27,2011-02-16,87
7,2009-10-28,2012-04-22,61
7,2013-11-08,2014-04-16,602
7,2010-02-20,2010-04-11,558
7,2014-10-29,2015-03-22,582
7,2018-01-15,2019-01-30,710
7,2018-02-22,2018-03-31,939
7,2011-12-25,2014-04-15,301
7,2019-02-03,2019-02-05,142
7,2016-10-25,2018-02-06,938
7,2009-10-28,2011-02-16,63
8,2012-01-18,2013-11-13,253
8,2012-03-26,2013-04-17,50
8,2011-01-26,2011-04-13,711
8,2017-10-19,2018-04-09,1182
8,2009-10-28,2015-04-15,468
8,2009-10-28,2013-03-08,111
8,2015-10-30,2016-02-28,656
8,2011-12-28,2012-02-29,514
8,2009-10-28,2010-04-09,779
8,2013-11-01,2014-02-12,340
8,2012-03-28,2012-04-26,529
8,2015-10-28,2016-04-13,130
8,2014-11-21,2017-10-30,620
8,2017-10-19,2019-02-05,122
8,2009-10-28,2010-04-06,407
8,2018-10-29,2019-04-09,1118
8,2013-12-20,2015-04-11,114
8,2015-10-28,2017-04-12,219
8,2013-10-30,2013-11-26,366
8,2018-10-17,2019-04-09,354
8,2010-10-27,2010-11-19,790
8,2009-10-28,2018-04-11,399
8,2015-10-28,2017-04-12,185
8,2015-11-01,2019-02-05,893
8,2012-11-03,2012-11-28,68
8,2013-11-01,2014-04-16,700
8,2010-12-01,2013-01-28,83
8,2019-03-14,2019-04-09,592
8,2016-11-09,2019-04-09,873
8,2011-12-28,2012-04-26,493
8,2018-10-22,2019-02-05,323
8,2014-11-04,2015-04-08,392
8,2013-12-13,2015-04-15,44
8,2009-10-28,2010-04-14,128
8,2016-10-26,2018-04-11,890
8,2011-12-26,2012-04-26,473
8,2011-02-23,2016-04-08,290
8,2017-01-18,2017-02-08,416
8,2009-10-28,2010-11-19,207
8,2016-03-04,2016-04-13,178
8,2019-02-13,2019-04-09,368
8,2010-11-24,2012-03-26,91
8,2019-02-24,2019-04-09,190
8,2010-11-03,2011-04-13,615
8,2012-10-31,2013-04-17,447
