game_date,home_points,away_points,home_possessions,away_possessions,home_id,away_id,winner_id,season_id
2014-12-07,125,102,95,95,23,18,23,6
2014-12-10,112,107,91,92,23,19,23,6
2014-12-13,98,105,98,98,23,2,2,6
2014-12-20,99,93,92,94,23,10,23,6
2014-12-22,102,105,101,101,23,30,30,6
2014-12-26,102,98,97,99,23,27,23,6
2014-12-28,112,107,103,102,23,29,23,6
2014-12-30,114,87,97,97,23,15,23,6
2015-01-07,95,108,98,100,23,4,4,6
2015-01-16,97,89,95,97,23,26,23,6
2015-01-23,98,102,92,91,23,25,25,6
2015-01-27,90,109,91,91,23,21,21,6
2015-02-02,100,94,93,93,23,20,23,6
2015-02-07,111,101,108,106,23,16,23,6
2015-02-09,98,115,93,95,23,12,12,6
2015-02-11,87,82,86,85,23,17,23,6
2015-02-20,111,100,104,103,23,9,23,6
2015-02-22,92,81,96,97,23,3,23,6
2015-02-24,99,92,97,97,23,8,23,6
2015-02-28,94,104,93,92,23,22,22,6
2015-03-02,102,93,85,85,23,19,23,6
2015-03-10,94,127,97,97,23,28,28,6
2015-03-13,129,99,93,90,23,12,23,6
2015-03-16,119,115,107,106,23,29,23,6
2015-03-18,107,102,100,100,23,6,23,6
2015-03-20,101,112,99,99,23,21,21,6
2015-03-24,101,94,98,98,23,10,23,6
2015-04-02,101,108,99,99,23,9,9,6
2015-04-04,110,123,106,107,23,2,2,6
2015-04-08,107,104,93,95,23,13,23,6
2015-04-15,114,98,104,105,23,16,23,6
2014-10-29,109,102,94,94,8,30,8,6
2014-11-04,100,88,90,91,8,29,8,6
2014-11-07,103,84,93,94,8,15,8,6
2014-11-09,120,88,97,97,8,14,8,6
2014-11-11,104,100,96,95,8,6,8,6
2014-11-13,93,100,96,94,8,25,25,6
2014-11-15,111,93,89,89,8,17,8,6
2014-11-19,96,92,88,88,8,21,8,6
2014-11-21,124,82,95,94,8,18,8,6
2014-11-24,104,100,96,97,8,13,8,6
2014-11-28,102,106,98,98,8,23,23,6
2014-12-05,91,105,89,89,8,28,28,6
2014-12-08,112,107,102,102,8,26,8,6
2014-12-12,106,94,93,92,8,5,8,6
2014-12-15,95,82,88,88,8,6,8,6
2014-12-17,105,89,89,88,8,22,8,6
2014-12-21,118,108,88,90,8,7,8,6
2015-01-08,95,103,94,94,8,3,3,6
2015-01-10,109,96,96,96,8,1,8,6
2015-01-12,111,114,99,99,8,4,4,6
2015-01-14,100,84,95,95,8,14,8,6
2015-01-16,89,110,90,90,8,30,30,6
2015-01-18,93,95,92,93,8,19,19,6
2015-01-25,114,110,93,93,8,4,8,6
2015-01-28,119,102,94,94,8,11,8,6
2015-02-02,75,82,88,89,8,18,18,6
2015-02-04,93,109,88,87,8,22,22,6
2015-02-06,123,107,93,93,8,12,8,6
2015-02-08,87,82,94,95,8,10,8,6
2015-02-11,95,93,91,92,8,15,8,6
2015-02-27,89,113,101,101,8,2,2,6
2015-03-04,112,120,89,90,8,28,28,6
2015-03-13,102,92,98,97,8,24,8,6
2015-03-15,97,113,91,92,8,16,16,6
2015-03-18,105,100,96,96,8,20,8,6
2015-03-22,106,89,89,89,8,7,8,6
2015-03-25,103,116,88,86,8,25,25,6
2015-03-27,94,83,88,87,8,27,8,6
2015-03-30,99,96,93,93,8,9,8,6
2015-04-04,116,117,104,107,8,1,1,6
2015-04-15,92,87,84,83,8,3,8,6
2014-11-03,116,85,89,89,22,29,22,6
2014-11-05,91,98,95,96,22,20,20,6
2014-11-07,110,99,94,95,22,7,22,6
2014-11-09,104,96,93,92,22,6,22,6
2014-11-17,83,95,83,84,22,24,24,6
2014-11-19,118,122,116,114,22,18,18,6
2014-11-30,84,102,98,97,22,25,25,6
2014-12-03,95,93,96,97,22,10,22,6
2014-12-05,75,98,93,93,22,30,30,6
2014-12-08,88,110,91,91,22,28,28,6
2014-12-12,88,70,90,92,22,14,22,6
2014-12-16,91,95,94,94,22,24,24,6
2014-12-21,110,105,100,99,22,4,22,6
2014-12-23,102,96,92,92,22,26,22,6
2014-12-27,85,110,96,97,22,5,5,6
2014-12-29,107,99,93,93,22,11,22,6
2015-01-05,88,96,99,98,22,23,23,6
2015-01-07,81,89,89,90,22,1,1,6
2015-01-09,88,90,90,89,22,14,14,6
2015-01-12,99,113,95,96,22,9,9,6
2015-01-14,92,103,88,88,22,21,21,6
2015-01-17,90,99,87,88,22,15,15,6
2015-04-06,106,96,93,93,22,16,22,6
2015-01-30,122,127,104,105,22,8,8,6
2015-02-02,102,100,97,96,22,12,22,6
2015-02-06,92,88,86,87,22,7,22,6
2015-03-02,110,108,94,94,22,2,22,6
2015-03-04,91,115,96,95,22,3,3,6
2015-03-06,100,108,110,110,22,13,13,6
2015-03-08,88,95,86,85,22,17,17,6
2015-03-10,91,111,92,92,22,19,19,6
2015-03-20,129,127,121,120,22,18,22,6
2015-03-23,91,110,96,97,22,1,1,6
2015-03-27,106,98,99,97,22,28,22,6
2015-03-29,107,99,95,96,22,27,22,6
2015-03-31,111,106,94,94,22,5,22,6
2015-04-03,114,109,88,89,22,8,22,6
2015-04-08,111,114,96,98,22,30,30,6
2015-04-10,117,80,91,92,22,15,22,6
2015-04-13,86,113,91,93,22,25,25,6
2015-04-15,101,88,90,92,22,6,22,6
2014-10-30,90,95,85,84,28,7,7,6
2014-11-10,118,111,92,90,28,19,28,6
2014-11-15,127,94,98,97,28,30,28,6
2014-11-17,97,106,93,94,28,26,26,6
2014-11-19,90,92,91,91,28,10,10,6
2014-11-22,93,110,97,98,28,8,8,6
2014-11-24,106,74,89,87,28,6,28,6
2014-11-26,113,87,90,91,28,15,28,6
2014-11-29,109,97,91,92,28,5,28,6
2014-12-02,111,108,97,97,28,18,28,6
2014-12-09,105,101,86,88,28,8,28,6
2014-12-15,97,88,93,91,28,3,28,6
2014-12-17,98,127,87,87,28,30,30,6
2014-12-19,95,91,94,92,28,22,28,6
2014-12-21,105,91,90,89,28,21,28,6
2014-12-23,125,104,97,98,28,20,28,6
2014-12-28,80,103,91,90,28,4,4,6
2014-12-31,80,96,91,91,28,18,18,6
2015-01-04,90,109,89,90,28,23,23,6
2015-01-07,93,105,91,92,28,9,9,6
2015-01-19,108,94,89,89,28,25,28,6
2015-01-21,106,92,92,91,28,17,28,6
2015-01-23,129,90,97,96,28,3,28,6
2015-01-25,108,98,92,93,28,29,28,6
2015-01-28,99,94,83,83,28,16,28,6
2015-01-30,101,90,100,101,28,11,28,6
2015-02-02,97,84,92,92,28,14,28,6
2015-02-05,105,94,94,95,28,12,28,6
2015-02-08,120,105,95,96,28,27,28,6
2015-02-11,113,93,90,91,28,24,28,6
2015-02-26,110,99,100,100,28,2,28,6
2015-03-03,110,79,94,93,28,1,28,6
2015-03-07,89,79,87,86,28,13,28,6
2015-03-18,117,92,90,90,28,22,28,6
2015-03-20,95,92,88,87,28,5,28,6
2015-03-29,87,86,92,91,28,14,28,6
2015-04-02,114,88,92,92,28,24,28,6
2015-04-05,99,94,91,91,28,25,28,6
2015-04-10,90,99,97,95,28,1,1,6
2015-04-13,109,97,87,86,28,4,28,6
2015-04-15,113,108,103,103,28,15,28,6
2014-10-29,106,89,87,88,16,29,16,6
2014-11-02,90,95,97,98,16,2,2,6
2014-11-04,101,82,88,89,16,28,16,6
2014-11-06,108,87,92,91,16,23,16,6
2014-11-09,116,100,100,100,16,26,16,6
2014-11-11,102,100,94,94,16,3,16,6
2014-11-15,97,87,90,91,16,22,16,6
2014-11-17,102,93,92,91,16,19,16,6
2014-11-21,105,87,98,98,16,25,16,6
2014-11-28,99,112,95,96,16,21,21,6
2014-11-30,107,93,98,98,16,20,16,6
2014-12-04,88,82,98,98,16,5,16,6
2014-12-15,108,95,95,95,16,10,16,6
2014-12-17,104,97,94,94,16,18,16,6
2014-12-26,114,93,103,102,16,14,16,6
2014-12-28,101,79,92,92,16,7,16,6
2014-12-30,102,97,99,99,16,8,16,6
2015-01-03,107,115,102,100,16,30,30,6
2015-01-05,98,94,92,92,16,27,16,6
2015-01-08,99,83,87,87,16,24,16,6
2015-01-10,103,92,101,99,16,6,16,6
2015-01-14,94,100,97,97,16,12,12,6
2015-01-19,98,94,99,98,16,11,16,6
2015-01-22,89,90,92,93,16,1,1,6
2015-01-24,103,96,97,97,16,15,16,6
2015-02-03,103,102,91,91,16,17,16,6
2015-02-05,108,87,100,100,16,13,16,6
2015-02-11,102,86,92,91,16,27,16,6
2015-02-22,92,98,92,92,16,21,21,6
2015-02-25,111,95,91,91,16,10,16,6
2015-02-27,115,112,99,97,16,29,16,6
2015-03-05,94,75,100,99,16,23,16,6
2015-03-11,105,100,98,99,16,9,16,6
2015-03-13,118,99,90,89,16,4,16,6
2015-03-24,108,122,96,95,16,2,2,6
2015-03-28,120,114,99,99,16,26,16,6
2015-03-30,109,86,95,94,16,13,16,6
2015-04-01,122,126,94,92,16,12,12,6
2015-04-04,99,90,86,86,16,19,16,6
2015-04-08,116,91,93,94,16,20,16,6
2015-04-11,105,111,98,96,16,17,17,6
2014-10-30,98,105,94,95,6,15,15,6
2014-11-01,95,108,93,94,6,8,8,6
2014-11-07,112,104,106,106,6,20,6,6
2014-11-14,101,85,99,97,6,18,6,6
2014-11-19,90,114,94,94,6,12,12,6
2014-11-22,92,99,86,88,6,24,24,6
2014-11-26,96,111,100,99,6,2,2,6
2014-12-10,89,91,86,86,6,15,15,6
2014-12-13,100,99,91,90,6,30,6,6
2014-12-19,94,101,89,89,6,17,17,6
2014-12-21,88,96,95,94,6,14,14,6
2014-12-23,100,95,98,98,6,1,6,6
2014-12-26,89,98,87,88,6,28,28,6
2014-12-30,86,109,94,94,6,4,4,6
2015-01-02,98,100,98,97,6,22,22,6
2015-01-03,90,98,89,90,6,3,3,6
2015-01-14,120,113,102,103,6,9,6,6
2015-01-16,96,106,97,98,6,21,21,6
2015-01-18,99,127,105,105,6,29,29,6
2015-01-25,99,106,95,95,6,5,5,6
2015-01-29,100,115,101,102,6,18,18,6
2015-01-31,93,108,92,91,6,23,23,6
2015-02-06,103,97,98,98,6,27,6,6
2015-02-08,97,98,90,90,6,25,25,6
2015-02-11,89,83,91,91,6,7,6,6
2015-02-20,95,84,89,88,6,19,6,6
2015-02-22,103,98,93,93,6,14,6,6
2015-02-25,90,93,98,97,6,24,24,6
2015-03-01,83,98,93,95,6,3,3,6
2015-03-04,100,105,101,101,6,13,13,6
2015-03-06,119,114,92,91,6,11,6,6
2015-03-08,103,98,93,94,6,1,6,6
2015-03-15,108,123,94,95,6,28,28,6
2015-03-20,111,104,92,92,6,16,6,6
2015-03-22,100,119,98,99,6,26,26,6
2015-03-25,83,95,91,92,6,30,30,6
2015-03-27,97,111,92,92,6,4,4,6
2015-04-01,91,103,94,95,6,10,10,6
2015-04-08,105,103,94,93,6,25,6,6
2015-04-10,99,101,94,94,6,8,8,6
2015-04-11,79,80,90,90,6,7,7,6
2014-10-31,93,81,98,97,18,14,18,6
2014-11-05,86,95,94,93,18,25,25,6
2014-11-08,93,92,89,88,18,21,18,6
2014-11-11,85,78,90,90,18,29,18,6
2014-11-18,117,113,89,90,18,7,18,6
2014-11-22,100,111,94,96,18,15,15,6
2014-11-25,98,86,93,93,18,4,18,6
2014-11-29,103,117,91,89,18,9,9,6
2014-12-03,105,107,97,97,18,23,23,6
2014-12-05,109,85,92,92,18,24,18,6
2014-12-13,111,106,96,96,18,12,18,6
2014-12-23,101,108,99,98,18,3,3,6
2014-12-27,85,90,90,91,18,30,30,6
2015-01-02,91,94,92,92,18,5,5,6
2015-01-06,96,102,98,98,18,13,13,6
2015-01-09,98,84,90,91,18,20,18,6
2015-01-15,95,79,93,92,18,7,18,6
2015-01-19,89,92,92,92,18,8,8,6
2015-01-22,99,101,91,92,18,17,17,6
2015-01-24,101,86,98,96,18,4,18,6
2015-01-31,95,88,96,97,18,16,18,6
2015-02-04,113,105,99,99,18,27,18,6
2015-02-07,96,93,90,90,18,1,18,6
2015-02-09,103,97,91,90,18,22,18,6
2015-02-11,111,103,96,98,18,11,18,6
2015-02-20,89,81,93,92,18,26,18,6
2015-02-22,86,97,95,97,18,30,30,6
2015-02-25,104,88,99,98,18,14,18,6
2015-03-07,91,85,93,94,18,15,18,6
2015-03-09,103,114,90,91,18,19,19,6
2015-03-11,97,91,94,96,18,6,18,6
2015-03-18,103,114,92,92,18,10,10,6
2015-03-22,90,108,94,94,18,28,28,6
2015-03-24,89,88,92,91,18,24,18,6
2015-03-26,111,107,97,95,18,5,18,6
2015-03-28,95,108,99,99,18,2,2,6
2015-04-01,95,91,93,93,18,25,18,6
2015-04-04,90,97,87,89,18,6,6,6
2015-04-08,99,104,92,92,18,28,28,6
2015-04-12,96,73,96,95,18,22,18,6
2015-04-15,100,105,96,96,18,1,1,6
2014-11-01,90,102,87,87,4,22,22,6
2014-11-05,98,95,90,91,4,7,4,6
2014-11-07,98,95,89,91,4,18,4,6
2014-11-09,96,97,90,91,4,17,17,6
2014-11-17,93,107,90,90,4,6,6,6
2014-11-19,86,88,93,93,4,13,13,6
2014-11-26,98,104,90,89,4,12,12,6
2014-11-28,88,104,91,91,4,18,18,6
2014-11-30,93,104,96,96,4,2,2,6
2014-12-02,96,106,94,92,4,27,27,6
2014-12-06,101,108,106,105,4,14,14,6
2014-12-07,94,96,92,92,4,29,29,6
2014-12-09,86,98,89,90,4,16,16,6
2014-12-17,106,117,98,98,4,23,23,6
2014-12-19,100,110,96,97,4,8,8,6
2014-12-26,119,109,97,98,4,5,4,6
2015-01-04,114,95,100,99,4,11,4,6
2015-01-09,103,106,96,96,4,30,30,6
2015-01-10,98,93,92,92,4,22,4,6
2015-01-14,94,105,88,90,4,19,19,6
2015-01-17,107,89,94,94,4,14,4,6
2015-01-21,128,118,104,104,4,6,4,6
2015-01-27,95,103,94,94,4,28,28,6
2015-01-31,114,101,93,94,4,9,4,6
2015-02-03,108,91,87,85,4,24,4,6
2015-02-06,98,88,99,97,4,26,4,6
2015-02-08,101,112,92,93,4,20,20,6
2015-02-11,87,104,86,87,4,10,10,6
2015-02-20,100,91,96,95,4,25,4,6
2015-02-22,106,89,91,91,4,15,4,6
2015-02-24,93,102,97,98,4,28,28,6
2015-02-27,115,121,108,106,4,7,7,6
2015-03-08,101,108,95,94,4,3,3,6
2015-03-17,105,95,91,90,4,21,4,6
2015-03-21,107,91,92,91,4,25,4,6
2015-03-24,108,104,86,85,4,8,4,6
2015-03-31,105,95,90,91,4,30,4,6
2015-04-04,99,98,90,90,4,24,4,6
2015-04-08,103,113,94,96,4,1,1,6
2015-04-10,103,107,90,89,4,5,5,6
2015-04-12,116,77,93,93,4,3,4,6
2014-11-01,108,97,99,99,15,18,15,6
2014-11-05,96,94,100,100,15,5,15,6
2014-11-12,107,103,94,95,15,4,15,6
2014-11-15,98,93,90,89,15,6,15,6
2014-11-19,102,105,96,96,15,23,23,6
2014-11-21,91,78,94,92,15,28,15,6
2014-11-25,102,106,97,96,15,30,30,6
2014-11-29,83,80,84,86,15,19,15,6
2014-12-01,107,86,88,87,15,24,15,6
2014-12-03,111,95,95,96,15,27,15,6
2014-12-05,119,89,99,98,15,26,15,6
2014-12-08,133,132,116,119,15,1,15,6
2014-12-12,104,96,91,92,15,12,15,6
2014-12-14,93,84,91,91,15,17,15,6
2014-12-16,109,95,92,94,15,20,15,6
2014-12-21,92,104,92,92,15,13,13,6
2014-12-23,91,99,94,96,15,25,25,6
2014-12-27,101,88,100,99,15,1,15,6
2015-01-07,101,91,92,92,15,7,15,6
2015-01-09,102,86,94,94,15,25,15,6
2015-01-13,101,93,92,93,15,10,15,6
2015-01-16,80,102,90,91,15,22,22,6
2015-01-19,111,76,96,96,15,14,15,6
2015-01-21,103,105,107,106,15,29,29,6
2015-01-31,116,120,103,102,15,8,8,6
2015-02-02,88,92,91,90,15,3,3,6
2015-02-07,114,77,90,90,15,22,15,6
2015-02-09,96,80,93,93,15,6,15,6
2015-02-20,89,127,99,98,15,28,28,6
2015-02-24,107,114,103,103,15,2,2,6
2015-02-28,99,95,92,90,15,4,15,6
2015-03-06,99,97,94,93,15,24,15,6
2015-03-12,107,87,96,95,15,21,15,6
2015-03-14,113,97,93,93,15,11,15,6
2015-03-16,105,97,92,92,15,16,15,6
2015-03-25,101,103,94,96,15,5,5,6
2015-03-27,110,107,119,117,15,3,15,6
2015-03-29,91,99,97,98,15,9,9,6
2015-04-01,106,93,92,92,15,14,15,6
2015-04-03,101,87,95,93,15,7,15,6
2015-04-12,108,99,99,98,15,30,15,6
2014-10-29,77,95,103,104,11,2,2,6
2014-10-31,103,94,91,91,11,16,11,6
2014-11-05,131,109,101,101,11,26,11,6
2014-11-15,94,91,92,92,11,10,11,6
2014-11-18,100,106,91,91,11,19,19,6
2014-11-20,103,88,89,91,11,25,11,6
2014-11-30,85,97,90,91,11,21,21,6
2014-12-02,109,117,90,92,11,8,8,6
2014-12-05,102,101,102,102,11,5,11,6
2014-12-06,96,105,89,90,11,6,6,6
2014-12-08,101,92,94,94,11,17,11,6
2014-12-11,109,113,104,102,11,9,9,6
2014-12-13,90,95,93,93,11,4,4,6
2014-12-16,92,104,94,93,11,29,29,6
2014-12-18,107,108,98,97,11,18,18,6
2014-12-21,108,101,97,98,11,27,11,6
2014-12-26,106,115,94,95,11,13,13,6
2014-12-27,135,129,109,107,11,7,11,6
2015-01-07,104,83,105,104,11,29,11,6
2015-01-09,108,118,97,95,11,26,26,6
2015-01-11,103,84,90,90,11,28,11,6
2015-01-13,104,108,107,108,11,23,23,6
2015-01-16,83,95,86,87,11,24,24,6
2015-01-17,108,117,95,96,11,12,12,6
2015-01-21,100,103,94,94,11,22,22,6
2015-02-03,96,121,98,98,11,2,2,6
2015-02-05,78,101,95,96,11,23,23,6
2015-02-08,85,83,96,97,11,13,11,6
2015-02-20,109,101,98,97,11,1,11,6
2015-02-25,102,90,97,96,11,21,11,6
2015-02-27,96,107,97,97,11,10,10,6
2015-03-01,99,110,94,94,11,16,16,6
2015-03-16,103,110,97,96,11,30,30,6
2015-03-18,105,116,94,94,11,12,12,6
2015-03-20,101,91,96,98,11,3,11,6
2015-03-22,109,86,94,93,11,15,11,6
2015-03-24,107,106,97,98,11,14,11,6
2015-04-03,95,101,91,93,11,19,19,6
2015-04-05,95,101,95,97,11,17,17,6
2015-04-07,116,111,97,98,11,20,11,6
2015-04-13,102,92,93,94,11,27,11,6
2014-10-29,107,95,92,91,24,15,24,6
2014-11-02,107,102,90,90,24,8,24,6
2014-11-04,91,108,87,87,24,9,9,6
2014-11-08,102,92,95,95,24,20,24,6
2014-11-12,75,81,81,83,24,5,5,6
2014-11-16,84,91,91,93,24,18,18,6
2014-11-20,93,110,87,88,24,12,12,6
2014-11-23,94,93,89,89,24,3,24,6
2014-11-25,97,114,92,92,24,2,2,6
2014-12-03,102,112,93,95,24,30,30,6
2014-12-14,75,93,90,89,24,25,25,6
2014-12-17,87,105,88,87,24,17,17,6
2014-12-19,103,105,87,88,24,15,15,6
2014-12-21,100,84,89,91,24,1,24,6
2014-12-23,87,91,92,92,24,14,14,6
2014-12-25,101,91,90,89,24,28,24,6
2014-12-27,95,103,87,87,24,21,21,6
2014-12-29,101,102,88,88,24,6,6,6
2015-01-04,88,84,85,86,24,22,24,6
2015-01-20,86,94,92,93,24,29,29,6
2015-01-23,89,87,92,92,24,5,24,6
2015-01-27,102,109,91,91,24,18,18,6
2015-01-30,72,93,88,89,24,23,23,6
2015-02-09,109,95,91,91,24,7,24,6
2015-02-21,91,105,92,90,24,19,19,6
2015-02-23,119,108,98,97,24,14,24,6
2015-02-28,91,93,97,97,24,30,30,6
2015-03-02,115,98,97,97,24,13,24,6
2015-03-04,100,94,98,99,24,27,24,6
2015-03-07,114,109,106,106,24,11,24,6
2015-03-09,90,100,86,88,24,1,1,6
2015-03-11,104,98,94,94,24,22,24,6
2015-03-16,106,92,94,94,24,28,24,6
2015-03-18,108,104,89,89,24,16,24,6
2015-03-20,108,91,93,93,24,26,24,6
2015-03-29,109,102,90,89,24,4,24,6
2015-03-31,81,95,89,89,24,10,10,6
2015-04-07,105,100,92,92,24,3,24,6
2015-04-09,78,89,91,90,24,25,25,6
2015-04-11,104,107,90,91,24,8,8,6
2015-04-13,100,93,92,92,24,6,24,6
2014-11-01,102,92,94,94,30,5,30,6
2014-11-08,103,96,89,87,30,7,30,6
2014-11-12,100,97,88,90,30,17,30,6
2014-11-14,114,103,93,92,30,24,30,6
2014-11-18,109,114,91,92,30,27,27,6
2014-11-21,99,89,92,91,30,4,30,6
2014-11-26,115,127,94,95,30,8,8,6
2014-11-28,100,91,91,90,30,19,30,6
2014-11-29,105,75,89,89,30,3,30,6
2014-12-02,109,105,99,100,30,1,30,6
2014-12-07,96,84,92,91,30,26,30,6
2014-12-10,95,79,93,92,30,14,30,6
2014-12-12,87,81,92,92,30,6,30,6
2014-12-15,93,86,93,94,30,25,30,6
2014-12-23,107,104,95,97,30,12,30,6
2014-12-26,77,107,97,97,30,18,18,6
2014-12-30,109,101,97,98,30,28,30,6
2015-01-07,96,86,93,93,30,21,30,6
2015-01-11,120,89,92,92,30,15,30,6
2015-01-19,93,82,94,93,30,4,30,6
2015-01-21,110,91,95,96,30,5,30,6
2015-01-23,103,93,93,94,30,29,30,6
2015-01-25,112,100,88,86,30,20,30,6
2015-01-28,113,102,91,92,30,22,30,6
2015-01-30,105,99,97,97,30,16,30,6
2015-01-31,91,85,89,90,30,14,30,6
2015-02-04,105,96,96,96,30,15,30,6
2015-02-06,124,116,101,101,30,2,30,6
2015-02-20,80,105,98,98,30,8,8,6
2015-02-25,104,87,90,90,30,23,30,6
2015-02-27,95,88,91,90,30,6,30,6
2015-03-03,104,96,98,98,30,9,30,6
2015-03-06,106,97,92,91,30,28,30,6
2015-03-09,130,105,92,90,30,11,30,6
2015-03-22,95,114,94,95,30,10,10,6
2015-03-27,99,86,93,94,30,24,30,6
2015-03-30,101,88,86,85,30,18,30,6
2015-04-04,131,99,98,96,30,22,30,6
2015-04-07,96,69,93,93,30,13,30,6
2015-04-10,104,80,92,92,30,3,30,6
2015-04-13,108,112,93,91,30,7,7,6
2014-10-29,93,104,88,90,17,9,9,6
2014-11-01,118,91,98,97,17,13,17,6
2014-11-05,102,100,88,87,17,28,17,6
2014-11-07,82,105,89,88,17,23,23,6
2014-11-18,98,81,92,91,17,29,17,6
2014-11-22,94,106,92,91,17,19,19,6
2014-11-24,95,97,88,89,17,25,25,6
2014-11-29,96,112,87,88,17,12,12,6
2014-12-01,101,103,95,94,17,26,26,6
2014-12-03,104,123,86,87,17,8,8,6
2014-12-05,93,98,84,83,17,6,6,6
2014-12-09,100,96,93,94,17,10,17,6
2014-12-12,95,100,86,85,17,24,24,6
2014-12-27,88,71,93,91,17,14,17,6
2014-12-30,100,94,88,88,17,20,17,6
2015-01-02,92,98,93,92,17,30,30,6
2015-01-05,101,105,88,88,17,5,5,6
2015-01-13,105,116,95,95,17,2,2,6
2015-01-16,94,85,88,87,17,27,17,6
2015-01-24,108,73,92,92,17,22,17,6
2015-01-26,90,99,90,91,17,1,1,6
2015-01-28,89,94,82,81,17,12,12,6
2015-01-30,110,100,98,99,17,2,17,6
2015-02-04,90,100,86,87,17,21,21,6
2015-02-07,102,90,87,86,17,11,17,6
2015-02-20,92,76,88,89,17,16,17,6
2015-02-23,90,81,94,96,17,10,17,6
2015-02-25,97,100,92,93,17,27,27,6
2015-02-28,82,75,94,94,17,18,17,6
2015-03-10,87,82,89,88,17,7,17,6
2015-03-12,109,91,89,89,17,9,17,6
2015-03-14,88,85,87,86,17,4,17,6
2015-03-16,94,66,85,86,17,3,17,6
2015-03-18,84,88,86,85,17,15,15,6
2015-03-23,104,106,95,94,17,20,20,6
2015-03-25,89,92,88,88,17,16,16,6
2015-03-28,94,89,94,96,17,29,17,6
2015-04-01,98,84,87,87,17,26,17,6
2015-04-08,103,91,87,87,17,11,17,6
2015-04-10,88,89,86,84,17,21,21,6
2015-04-13,109,92,95,96,17,23,17,6
2014-10-28,101,100,84,85,10,23,10,6
2014-11-05,94,92,97,96,10,30,10,6
2014-11-08,99,100,94,94,10,19,19,6
2014-11-17,100,75,100,98,10,14,10,6
2014-11-22,99,87,91,91,10,22,10,6
2014-11-26,106,100,95,95,10,5,10,6
2014-11-28,112,104,95,94,10,11,10,6
2014-12-06,123,101,96,97,10,20,10,6
2014-12-10,109,95,87,87,10,7,10,6
2014-12-12,110,112,103,101,10,27,27,6
2014-12-17,116,117,111,108,10,21,21,6
2014-12-19,119,129,118,116,10,16,16,6
2014-12-22,125,118,94,93,10,12,10,6
2014-12-25,106,114,95,95,10,29,29,6
2014-12-28,110,106,99,101,10,9,10,6
2014-12-31,95,93,102,100,10,19,10,6
2015-01-03,101,92,84,84,10,15,10,6
2015-01-06,104,105,95,95,10,4,4,6
2015-01-09,100,95,100,99,10,13,10,6
2015-01-16,110,96,95,94,10,16,10,6
2015-01-18,89,69,90,88,10,17,10,6
2015-01-23,99,85,93,92,10,27,10,6
2015-01-25,101,95,94,95,10,18,10,6
2015-01-28,95,86,94,93,10,3,10,6
2015-01-31,85,105,96,95,10,12,12,6
2015-02-04,110,103,95,95,10,6,10,6
2015-02-06,98,85,89,88,10,24,10,6
2015-03-04,112,85,98,96,10,11,10,6
2015-03-06,120,111,98,98,10,26,10,6
2015-03-08,116,105,100,98,10,25,10,6
2015-03-10,117,107,95,94,10,8,10,6
2015-03-12,125,128,102,102,10,28,28,6
2015-03-15,123,97,95,96,10,20,10,6
2015-03-20,101,89,97,95,10,1,10,6
2015-03-25,130,91,97,97,10,29,10,6
2015-03-27,94,76,91,92,10,23,10,6
2015-03-29,103,89,91,91,10,21,10,6
2015-04-03,123,93,94,95,10,26,10,6
2015-04-05,107,92,95,94,10,2,10,6
2015-04-08,110,98,96,94,10,9,10,6
2015-04-12,107,91,93,93,10,13,10,6
2014-10-30,97,91,89,90,20,4,20,6
2014-11-01,105,106,95,94,20,25,25,6
2014-11-12,101,113,95,95,20,9,9,6
2014-11-19,115,99,92,92,20,7,20,6
2014-11-21,92,121,97,97,20,10,10,6
2014-11-22,101,113,97,96,20,11,11,6
2014-11-26,86,103,97,97,20,18,18,6
2014-12-03,77,85,97,98,20,14,14,6
2014-12-05,112,114,106,107,20,9,9,6
2014-12-08,86,102,100,100,20,2,2,6
2014-12-10,90,82,93,92,20,16,20,6
2014-12-12,92,111,96,95,20,29,29,6
2014-12-14,94,100,95,94,20,27,27,6
2014-12-21,96,100,93,94,20,5,5,6
2015-01-01,107,110,95,97,20,11,11,6
2015-01-03,89,101,84,86,20,17,17,6
2015-01-05,101,110,91,89,20,26,26,6
2015-01-07,111,113,100,99,20,13,13,6
2015-01-10,93,108,97,96,20,10,10,6
2015-01-21,75,98,87,86,20,23,23,6
2015-01-23,84,92,91,91,20,19,19,6
2015-01-28,110,98,96,97,20,1,20,6
2015-01-31,90,106,89,91,20,28,28,6
2015-02-04,102,101,93,93,20,24,20,6
2015-02-06,90,89,93,91,20,21,20,6
2015-02-09,105,117,95,93,20,30,30,6
2015-02-11,91,94,96,97,20,2,2,6
2015-02-20,111,109,99,98,20,13,20,6
2015-02-25,97,77,97,97,20,15,20,6
2015-02-28,97,101,93,92,20,21,21,6
2015-03-02,105,110,99,99,20,12,12,6
2015-03-04,85,100,94,95,20,26,26,6
2015-03-07,121,113,95,96,20,16,20,6
2015-03-16,106,122,99,98,20,22,22,6
2015-03-22,98,109,87,88,20,3,3,6
2015-03-25,99,101,100,102,20,27,27,6
2015-03-30,84,104,87,86,20,17,17,6
2015-04-01,99,113,88,87,20,8,8,6
2015-04-03,84,97,94,93,20,6,6,6
2015-04-13,88,100,89,90,20,19,19,6
2015-04-15,113,138,100,101,20,29,29,6
2014-10-31,108,114,102,104,25,28,28,6
